iter,model,max_vertex_scale,max_vertex_moment,centered_vertex_features,pca,acc,bal_acc,roc_auc,pr_auc
12,SVC,4,4,True,No,0.6372549019607843,0.5114942528735632,-1.0,-1.0
13,SVC,4,4,True,No,0.6078431372549019,0.6045977011494252,-1.0,-1.0
14,SVC,4,4,True,No,0.7623762376237624,0.5923645320197044,-1.0,-1.0
15,SVC,4,4,True,No,0.693069306930693,0.6720032840722496,-1.0,-1.0
16,SVC,4,4,True,No,0.7128712871287128,0.5935960591133005,-1.0,-1.0
17,SVC,4,4,True,No,0.7029702970297029,0.6477832512315271,-1.0,-1.0
18,SVC,4,4,True,No,0.6732673267326733,0.6305418719211823,-1.0,-1.0
19,SVC,4,4,True,No,0.6237623762376238,0.5864341085271318,-1.0,-1.0
0,RBF,4,4,True,No,0.6568627450980392,0.6333333333333333,-1.0,-1.0
1,RBF,4,4,True,No,0.7156862745098039,0.6126436781609195,-1.0,-1.0
2,RBF,4,4,True,No,0.696078431372549,0.435632183908046,-1.0,-1.0
3,RBF,4,4,True,No,0.7156862745098039,0.5298850574712644,-1.0,-1.0
4,RBF,4,4,True,No,0.7254901960784313,0.6183908045977011,-1.0,-1.0
5,RBF,4,4,True,No,0.7058823529411765,0.6344827586206896,-1.0,-1.0
6,RBF,4,4,True,No,0.7254901960784313,0.6459770114942529,-1.0,-1.0
7,RBF,4,4,True,No,0.696078431372549,0.5459770114942528,-1.0,-1.0
8,RBF,4,4,True,No,0.696078431372549,0.6011494252873564,-1.0,-1.0
9,RBF,4,4,True,No,0.7647058823529411,0.5586206896551724,-1.0,-1.0
10,RBF,4,4,True,No,0.6274509803921569,0.5885057471264368,-1.0,-1.0
11,RBF,4,4,True,No,0.6666666666666666,0.5011494252873563,-1.0,-1.0
12,RBF,4,4,True,No,0.7549019607843137,0.6632183908045977,-1.0,-1.0
13,RBF,4,4,True,No,0.6666666666666666,0.639080459770115,-1.0,-1.0
14,RBF,4,4,True,No,0.7524752475247525,0.646551724137931,-1.0,-1.0
15,RBF,4,4,True,No,0.7128712871287128,0.5935960591133005,-1.0,-1.0
16,RBF,4,4,True,No,0.6336633663366337,0.5176518883415435,-1.0,-1.0
17,RBF,4,4,True,No,0.6633663366336634,0.5948275862068966,-1.0,-1.0
18,RBF,4,4,True,No,0.7623762376237624,0.5923645320197044,-1.0,-1.0
19,RBF,4,4,True,No,0.7227722772277227,0.6170542635658915,-1.0,-1.0
0,LR,4,4,True,No,0.5980392156862745,0.5160919540229885,0.5310344827586206,0.8520725830238121
1,LR,4,4,True,No,0.6372549019607843,0.5390804597701149,0.5272030651340996,0.8560613932864588
2,LR,4,4,True,No,0.5392156862745098,0.5367816091954023,0.5708812260536399,0.8802836378980398
3,LR,4,4,True,No,0.6176470588235294,0.5551724137931034,0.5386973180076629,0.8479496215353005
4,LR,4,4,True,No,0.5588235294117647,0.5758620689655172,0.571647509578544,0.8573978207432247
5,LR,4,4,True,No,0.6372549019607843,0.7597701149425287,0.8321839080459769,0.9691881195207054
6,LR,4,4,True,No,0.6176470588235294,0.5827586206896551,0.6061302681992338,0.8682444515252544
7,LR,4,4,True,No,0.6078431372549019,0.5770114942528736,0.5946360153256706,0.883767874629196
8,LR,4,4,True,No,0.5882352941176471,0.6206896551724137,0.7026819923371648,0.92240965884995
9,LR,4,4,True,No,0.6470588235294118,0.6275862068965516,0.6812260536398468,0.9295104169152646
10,LR,4,4,True,No,0.5588235294117647,0.5482758620689655,0.5494252873563218,0.8712570027287708
11,LR,4,4,True,No,0.7549019607843137,0.6632183908045977,0.6590038314176245,0.9078159851928163
12,LR,4,4,True,No,0.5686274509803921,0.5816091954022988,0.6551724137931034,0.9139899365381213
13,LR,4,4,True,No,0.6372549019607843,0.6494252873563218,0.6773946360153258,0.8769230608732798
14,LR,4,4,True,No,0.6039603960396039,0.590311986863711,0.5402298850574713,0.8528106125783225
15,LR,4,4,True,No,0.5247524752475248,0.45443349753694584,0.4482758620689655,0.8188547576892724
16,LR,4,4,True,No,0.6039603960396039,0.590311986863711,0.6067323481116584,0.8819481965489524
17,LR,4,4,True,No,0.6336633663366337,0.5775862068965517,0.4761904761904762,0.8007550988134661
18,LR,4,4,True,No,0.693069306930693,0.6120689655172413,0.5706075533661741,0.861851258548433
19,LR,4,4,True,No,0.6534653465346535,0.603875968992248,0.686046511627907,0.9271653249849257
0,SVC,4,4,True,No,0.6568627450980392,0.6333333333333333,-1.0,-1.0
1,SVC,4,4,True,No,0.7058823529411765,0.6068965517241379,-1.0,-1.0
2,SVC,4,4,True,No,0.7156862745098039,0.6126436781609195,-1.0,-1.0
3,SVC,4,4,True,No,0.6176470588235294,0.5827586206896551,-1.0,-1.0
4,SVC,4,4,True,No,0.6764705882352942,0.5344827586206896,-1.0,-1.0
5,SVC,4,4,True,No,0.6568627450980392,0.6333333333333333,-1.0,-1.0
6,SVC,4,4,True,No,0.6666666666666666,0.5839080459770115,-1.0,-1.0
7,SVC,4,4,True,No,0.6274509803921569,0.5057471264367815,-1.0,-1.0
8,SVC,4,4,True,No,0.6568627450980392,0.5229885057471264,-1.0,-1.0
9,SVC,4,4,True,No,0.6568627450980392,0.44022988505747124,-1.0,-1.0
10,SVC,4,4,True,No,0.7156862745098039,0.6402298850574712,-1.0,-1.0
11,SVC,4,4,True,No,0.5882352941176471,0.5655172413793104,-1.0,-1.0
12,SVC,4,4,True,No,0.6176470588235294,0.5275862068965518,-1.0,-1.0
13,SVC,4,4,True,No,0.7745098039215687,0.6471264367816092,-1.0,-1.0
14,SVC,4,4,True,No,0.6831683168316832,0.666256157635468,-1.0,-1.0
15,SVC,4,4,True,No,0.693069306930693,0.7019704433497538,-1.0,-1.0
16,SVC,4,4,True,No,0.6831683168316832,0.6362889983579638,-1.0,-1.0
17,SVC,4,4,True,No,0.6534653465346535,0.46921182266009853,-1.0,-1.0
18,SVC,4,4,True,No,0.7029702970297029,0.6777504105090313,-1.0,-1.0
19,SVC,4,4,True,No,0.7029702970297029,0.687984496124031,-1.0,-1.0
0,RBF,4,4,True,No,0.7352941176470589,0.4862068965517241,-1.0,-1.0
1,RBF,4,4,True,No,0.7549019607843137,0.635632183908046,-1.0,-1.0
2,RBF,4,4,True,No,0.6666666666666666,0.5011494252873563,-1.0,-1.0
3,RBF,4,4,True,No,0.7450980392156863,0.6850574712643678,-1.0,-1.0
4,RBF,4,4,True,No,0.696078431372549,0.4908045977011495,-1.0,-1.0
5,RBF,4,4,True,No,0.7450980392156863,0.6574712643678161,-1.0,-1.0
6,RBF,4,4,True,No,0.7058823529411765,0.6344827586206896,-1.0,-1.0
7,RBF,4,4,True,No,0.6862745098039216,0.5402298850574713,-1.0,-1.0
8,RBF,4,4,True,No,0.6666666666666666,0.6114942528735632,-1.0,-1.0
9,RBF,4,4,True,No,0.7058823529411765,0.6344827586206896,-1.0,-1.0
10,RBF,4,4,True,No,0.7254901960784313,0.535632183908046,-1.0,-1.0
11,RBF,4,4,True,No,0.7941176470588235,0.6586206896551724,-1.0,-1.0
12,RBF,4,4,True,No,0.803921568627451,0.7747126436781608,-1.0,-1.0
13,RBF,4,4,True,No,0.6470588235294118,0.5172413793103449,-1.0,-1.0
14,RBF,4,4,True,No,0.7029702970297029,0.5279146141215106,-1.0,-1.0
15,RBF,4,4,True,No,0.7920792079207921,0.6695402298850575,-1.0,-1.0
16,RBF,4,4,True,No,0.6831683168316832,0.5463875205254516,-1.0,-1.0
17,RBF,4,4,True,No,0.7722772277227723,0.7779146141215106,-1.0,-1.0
18,RBF,4,4,True,No,0.6633663366336634,0.47495894909688013,-1.0,-1.0
19,RBF,4,4,True,No,0.7425742574257426,0.6286821705426356,-1.0,-1.0
0,LR,4,4,True,No,0.6274509803921569,0.5885057471264368,0.6176245210727969,0.8835626818456628
1,LR,4,4,True,No,0.6372549019607843,0.6218390804597701,0.6283524904214558,0.9086969119431716
2,LR,4,4,True,No,0.6274509803921569,0.5885057471264368,0.5141762452107279,0.8138443594803385
3,LR,4,4,True,No,0.5980392156862745,0.6264367816091954,0.6429118773946361,0.9115426263180424
4,LR,4,4,True,No,0.5784313725490197,0.5597701149425287,0.5203065134099617,0.8374847691177493
5,LR,4,4,True,No,0.6372549019607843,0.5390804597701149,0.5057471264367817,0.8513164411605629
6,LR,4,4,True,No,0.5686274509803921,0.5816091954022988,0.6352490421455939,0.8844684939729279
7,LR,4,4,True,No,0.6372549019607843,0.6218390804597701,0.6275862068965516,0.8867866816121546
8,LR,4,4,True,No,0.6176470588235294,0.5827586206896551,0.5839080459770115,0.8905262114872259
9,LR,4,4,True,No,0.6372549019607843,0.5942528735632184,0.5088122605363985,0.8242281226995238
10,LR,4,4,True,No,0.5686274509803921,0.554022988505747,0.571647509578544,0.8797816295056934
11,LR,4,4,True,No,0.6078431372549019,0.6597701149425287,0.7180076628352491,0.9060200650722973
12,LR,4,4,True,No,0.6274509803921569,0.6160919540229886,0.596168582375479,0.8664962994200602
13,LR,4,4,True,No,0.5784313725490197,0.6149425287356322,0.6613026819923372,0.8747092940275578
14,LR,4,4,True,No,0.6237623762376238,0.5718390804597702,0.5738916256157636,0.8595418413002347
15,LR,4,4,True,No,0.6732673267326733,0.6605090311986863,0.6658456486042693,0.9270291009323474
16,LR,4,4,True,No,0.6138613861386139,0.5061576354679803,0.5853858784893268,0.9085212935879621
17,LR,4,4,True,No,0.693069306930693,0.6720032840722496,0.6756978653530378,0.8758546634931689
18,LR,4,4,True,No,0.5643564356435643,0.5673234811165846,0.5952380952380953,0.8647280679946397
19,LR,4,4,True,No,0.6633663366336634,0.6096899224806202,0.6457364341085271,0.9196740922175306
0,SVC,4,4,True,No,0.6862745098039216,0.5678160919540229,-1.0,-1.0
1,SVC,4,4,True,No,0.7450980392156863,0.6298850574712644,-1.0,-1.0
2,SVC,4,4,True,No,0.6568627450980392,0.57816091954023,-1.0,-1.0
3,SVC,4,4,True,No,0.7352941176470589,0.6793103448275861,-1.0,-1.0
4,SVC,4,4,True,No,0.6862745098039216,0.5954022988505747,-1.0,-1.0
5,SVC,4,4,True,No,0.6274509803921569,0.6160919540229886,-1.0,-1.0
6,SVC,4,4,True,No,0.6666666666666666,0.6666666666666666,-1.0,-1.0
7,SVC,4,4,True,No,0.6764705882352942,0.5620689655172414,-1.0,-1.0
8,SVC,4,4,True,No,0.6372549019607843,0.5666666666666667,-1.0,-1.0
9,SVC,4,4,True,No,0.7058823529411765,0.6068965517241379,-1.0,-1.0
10,SVC,4,4,True,No,0.6274509803921569,0.560919540229885,-1.0,-1.0
11,SVC,4,4,True,No,0.6568627450980392,0.57816091954023,-1.0,-1.0
12,SVC,4,4,True,No,0.6666666666666666,0.6114942528735632,-1.0,-1.0
13,SVC,4,4,True,No,0.6176470588235294,0.5827586206896551,-1.0,-1.0
14,SVC,4,4,True,No,0.7326732673267327,0.6650246305418719,-1.0,-1.0
15,SVC,4,4,True,No,0.693069306930693,0.5821018062397373,-1.0,-1.0
16,SVC,4,4,True,No,0.7227722772277227,0.7192118226600985,-1.0,-1.0
17,SVC,4,4,True,No,0.6831683168316832,0.6063218390804598,-1.0,-1.0
18,SVC,4,4,True,No,0.6435643564356436,0.6133004926108374,-1.0,-1.0
19,SVC,4,4,True,No,0.7722772277227723,0.6736434108527132,-1.0,-1.0
0,RBF,4,4,True,No,0.7254901960784313,0.5632183908045977,-1.0,-1.0
1,RBF,4,4,True,No,0.7254901960784313,0.6183908045977011,-1.0,-1.0
2,RBF,4,4,True,No,0.7254901960784313,0.5908045977011495,-1.0,-1.0
3,RBF,4,4,True,No,0.696078431372549,0.5735632183908046,-1.0,-1.0
4,RBF,4,4,True,No,0.696078431372549,0.5459770114942528,-1.0,-1.0
5,RBF,4,4,True,No,0.6568627450980392,0.46781609195402296,-1.0,-1.0
6,RBF,4,4,True,No,0.696078431372549,0.5735632183908046,-1.0,-1.0
7,RBF,4,4,True,No,0.6568627450980392,0.5229885057471264,-1.0,-1.0
8,RBF,4,4,True,No,0.7843137254901961,0.7080459770114942,-1.0,-1.0
9,RBF,4,4,True,No,0.7352941176470589,0.5413793103448276,-1.0,-1.0
10,RBF,4,4,True,No,0.6764705882352942,0.5620689655172414,-1.0,-1.0
11,RBF,4,4,True,No,0.7156862745098039,0.6954022988505747,-1.0,-1.0
12,RBF,4,4,True,No,0.7058823529411765,0.6620689655172414,-1.0,-1.0
13,RBF,4,4,True,No,0.6862745098039216,0.6229885057471265,-1.0,-1.0
14,RBF,4,4,True,No,0.6633663366336634,0.5348932676518884,-1.0,-1.0
15,RBF,4,4,True,No,0.7425742574257426,0.5509031198686372,-1.0,-1.0
16,RBF,4,4,True,No,0.7326732673267327,0.694991789819376,-1.0,-1.0
17,RBF,4,4,True,No,0.6831683168316832,0.5463875205254516,-1.0,-1.0
18,RBF,4,4,True,No,0.7326732673267327,0.694991789819376,-1.0,-1.0
19,RBF,4,4,True,No,0.6633663366336634,0.5821705426356589,-1.0,-1.0
0,LR,4,4,True,No,0.5980392156862745,0.5436781609195402,0.5187739463601533,0.8141720279721685
1,LR,4,4,True,No,0.6470588235294118,0.6,0.5754789272030651,0.8780823834720549
2,LR,4,4,True,No,0.5588235294117647,0.5206896551724138,0.4689655172413793,0.8009774704053253
3,LR,4,4,True,No,0.7156862745098039,0.7229885057471264,0.7601532567049809,0.9105888759643234
4,LR,4,4,True,No,0.5784313725490197,0.5873563218390805,0.5524904214559387,0.8667384139056757
5,LR,4,4,True,No,0.5294117647058824,0.3931034482758621,0.3931034482758621,0.8282457561452173
6,LR,4,4,True,No,0.6666666666666666,0.6114942528735632,0.7310344827586208,0.947074479084858
7,LR,4,4,True,No,0.5882352941176471,0.5379310344827586,0.560919540229885,0.8548067711301505
8,LR,4,4,True,No,0.5490196078431373,0.5149425287356322,0.5019157088122606,0.8371578615726105
9,LR,4,4,True,No,0.6274509803921569,0.7540229885057471,0.82911877394636,0.9674652290089405
10,LR,4,4,True,No,0.6470588235294118,0.5724137931034483,0.5900383141762453,0.8910723532104247
11,LR,4,4,True,No,0.5686274509803921,0.4988505747126437,0.453639846743295,0.8048346310373855
12,LR,4,4,True,No,0.6078431372549019,0.5770114942528736,0.5394636015325671,0.8447654260452309
13,LR,4,4,True,No,0.6764705882352942,0.6172413793103448,0.6306513409961685,0.9132826971617936
14,LR,4,4,True,No,0.6831683168316832,0.6962233169129721,0.720032840722496,0.8912790023204159
15,LR,4,4,True,No,0.6336633663366337,0.6075533661740558,0.590311986863711,0.8753073068204336
16,LR,4,4,True,No,0.6633663366336634,0.6847290640394088,0.7027914614121511,0.9243630343457073
17,LR,4,4,True,No,0.6633663366336634,0.6847290640394088,0.7339901477832512,0.931173633841695
18,LR,4,4,True,No,0.5841584158415841,0.5188834154351396,0.625615763546798,0.8833707953937606
19,LR,4,4,True,No,0.5544554455445545,0.5182170542635659,0.5651162790697675,0.88996207607557
0,SVC,4,4,True,No,0.6372549019607843,0.6218390804597701,-1.0,-1.0
1,SVC,4,4,True,No,0.7254901960784313,0.6459770114942529,-1.0,-1.0
2,SVC,4,4,True,No,0.6470588235294118,0.5172413793103449,-1.0,-1.0
3,SVC,4,4,True,No,0.7156862745098039,0.667816091954023,-1.0,-1.0
4,SVC,4,4,True,No,0.7058823529411765,0.6068965517241379,-1.0,-1.0
5,SVC,4,4,True,No,0.5980392156862745,0.6264367816091954,-1.0,-1.0
6,SVC,4,4,True,No,0.7058823529411765,0.6620689655172414,-1.0,-1.0
7,SVC,4,4,True,No,0.6568627450980392,0.57816091954023,-1.0,-1.0
8,SVC,4,4,True,No,0.6862745098039216,0.5402298850574713,-1.0,-1.0
9,SVC,4,4,True,No,0.6862745098039216,0.4850574712643678,-1.0,-1.0
10,SVC,4,4,True,No,0.696078431372549,0.628735632183908,-1.0,-1.0
11,SVC,4,4,True,No,0.7156862745098039,0.667816091954023,-1.0,-1.0
12,SVC,4,4,True,No,0.6470588235294118,0.5172413793103449,-1.0,-1.0
13,SVC,4,4,True,No,0.6274509803921569,0.5885057471264368,-1.0,-1.0
14,SVC,4,4,True,No,0.6336633663366337,0.5476190476190476,-1.0,-1.0
15,SVC,4,4,True,No,0.7524752475247525,0.7364532019704433,-1.0,-1.0
16,SVC,4,4,True,No,0.6039603960396039,0.47044334975369456,-1.0,-1.0
17,SVC,4,4,True,No,0.6633663366336634,0.5648604269293924,-1.0,-1.0
18,SVC,4,4,True,No,0.6534653465346535,0.5291461412151067,-1.0,-1.0
19,SVC,4,4,True,No,0.693069306930693,0.6271317829457363,-1.0,-1.0
0,RBF,4,4,True,No,0.7352941176470589,0.7068965517241379,-1.0,-1.0
1,RBF,4,4,True,No,0.7254901960784313,0.6183908045977011,-1.0,-1.0
2,RBF,4,4,True,No,0.6862745098039216,0.5678160919540229,-1.0,-1.0
3,RBF,4,4,True,No,0.7254901960784313,0.6735632183908046,-1.0,-1.0
4,RBF,4,4,True,No,0.6862745098039216,0.6505747126436782,-1.0,-1.0
5,RBF,4,4,True,No,0.7549019607843137,0.6908045977011494,-1.0,-1.0
6,RBF,4,4,True,No,0.7058823529411765,0.5241379310344828,-1.0,-1.0
7,RBF,4,4,True,No,0.6470588235294118,0.5172413793103449,-1.0,-1.0
8,RBF,4,4,True,No,0.7254901960784313,0.7011494252873562,-1.0,-1.0
9,RBF,4,4,True,No,0.6568627450980392,0.5505747126436782,-1.0,-1.0
10,RBF,4,4,True,No,0.6764705882352942,0.5620689655172414,-1.0,-1.0
11,RBF,4,4,True,No,0.6568627450980392,0.5229885057471264,-1.0,-1.0
12,RBF,4,4,True,No,0.7156862745098039,0.5574712643678161,-1.0,-1.0
13,RBF,4,4,True,No,0.6862745098039216,0.5678160919540229,-1.0,-1.0
14,RBF,4,4,True,No,0.7326732673267327,0.6350574712643677,-1.0,-1.0
15,RBF,4,4,True,No,0.6831683168316832,0.6362889983579638,-1.0,-1.0
16,RBF,4,4,True,No,0.7128712871287128,0.5636288998357963,-1.0,-1.0
17,RBF,4,4,True,No,0.7029702970297029,0.6777504105090313,-1.0,-1.0
18,RBF,4,4,True,No,0.6831683168316832,0.5164203612479474,-1.0,-1.0
19,RBF,4,4,True,No,0.6633663366336634,0.49961240310077515,-1.0,-1.0
0,LR,4,4,True,No,0.6274509803921569,0.560919540229885,0.6015325670498084,0.861015610445372
1,LR,4,4,True,No,0.6470588235294118,0.6827586206896552,0.7011494252873564,0.9059665629036531
2,LR,4,4,True,No,0.6470588235294118,0.5448275862068965,0.5080459770114942,0.8435361752001141
3,LR,4,4,True,No,0.6176470588235294,0.5275862068965518,0.5386973180076629,0.8825320820003247
4,LR,4,4,True,No,0.6568627450980392,0.6609195402298851,0.6659003831417625,0.8893700734249821
5,LR,4,4,True,No,0.6078431372549019,0.6045977011494252,0.6176245210727969,0.909114481006712
6,LR,4,4,True,No,0.6372549019607843,0.5666666666666667,0.5969348659003832,0.8937065079892066
7,LR,4,4,True,No,0.5784313725490197,0.532183908045977,0.571647509578544,0.8543210028863648
8,LR,4,4,True,No,0.7058823529411765,0.7172413793103448,0.7563218390804598,0.9500100229779893
9,LR,4,4,True,No,0.6176470588235294,0.41724137931034483,0.4689655172413793,0.8502149813267449
10,LR,4,4,True,No,0.5588235294117647,0.5206896551724138,0.5172413793103449,0.8509053921379777
11,LR,4,4,True,No,0.7254901960784313,0.7563218390804598,0.7218390804597702,0.8809941377562722
12,LR,4,4,True,No,0.6176470588235294,0.6379310344827587,0.6237547892720307,0.8610253870638465
13,LR,4,4,True,No,0.5294117647058824,0.47586206896551725,0.43065134099616853,0.8220649447561007
14,LR,4,4,True,No,0.5841584158415841,0.5488505747126438,0.5648604269293924,0.8866648825569015
15,LR,4,4,True,No,0.5544554455445545,0.5316091954022988,0.5180623973727423,0.8655885470934181
16,LR,4,4,True,No,0.693069306930693,0.7619047619047619,0.7996715927750411,0.9594580361664885
17,LR,4,4,True,No,0.5742574257425742,0.5730706075533661,0.6042692939244663,0.903050532832759
18,LR,4,4,True,No,0.5148514851485149,0.5985221674876847,0.7151067323481117,0.9265277024458716
19,LR,4,4,True,No,0.6237623762376238,0.613953488372093,0.5922480620155038,0.8392824834972236
0,SVC,4,4,True,No,0.7254901960784313,0.6459770114942529,-1.0,-1.0
1,SVC,4,4,True,No,0.6372549019607843,0.6218390804597701,-1.0,-1.0
2,SVC,4,4,True,No,0.6666666666666666,0.6666666666666666,-1.0,-1.0
3,SVC,4,4,True,No,0.6666666666666666,0.5839080459770115,-1.0,-1.0
4,SVC,4,4,True,No,0.6470588235294118,0.5172413793103449,-1.0,-1.0
5,SVC,4,4,True,No,0.6862745098039216,0.6781609195402298,-1.0,-1.0
6,SVC,4,4,True,No,0.7156862745098039,0.6402298850574712,-1.0,-1.0
7,SVC,4,4,True,No,0.6764705882352942,0.5344827586206896,-1.0,-1.0
8,SVC,4,4,True,No,0.6666666666666666,0.6114942528735632,-1.0,-1.0
9,SVC,4,4,True,No,0.7254901960784313,0.6735632183908046,-1.0,-1.0
10,SVC,4,4,True,No,0.7352941176470589,0.6517241379310345,-1.0,-1.0
11,SVC,4,4,True,No,0.6274509803921569,0.5333333333333333,-1.0,-1.0
12,SVC,4,4,True,No,0.6568627450980392,0.57816091954023,-1.0,-1.0
13,SVC,4,4,True,No,0.7156862745098039,0.667816091954023,-1.0,-1.0
14,SVC,4,4,True,No,0.6534653465346535,0.49917898193760263,-1.0,-1.0
