iter,model,max_vertex_scale,max_vertex_moment,centered_vertex_features,pca,acc,bal_acc,roc_auc,pr_auc
9,RFC,1,1,False,No,0.6428571428571429,0.5444444444444444,-1.0,-1.0
0,SVC,1,2,True,No,0.4,0.4,-1.0,-1.0
1,SVC,1,2,True,No,0.7333333333333333,0.7,-1.0,-1.0
2,SVC,1,2,True,No,0.6428571428571429,0.5888888888888889,-1.0,-1.0
3,SVC,1,2,True,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
4,SVC,1,2,True,No,0.5714285714285714,0.4444444444444444,-1.0,-1.0
5,SVC,1,2,True,No,0.35714285714285715,0.2777777777777778,-1.0,-1.0
6,SVC,1,2,True,No,0.5,0.43333333333333335,-1.0,-1.0
7,SVC,1,2,True,No,0.7142857142857143,0.6,-1.0,-1.0
8,SVC,1,2,True,No,0.5,0.43333333333333335,-1.0,-1.0
9,SVC,1,2,True,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
0,RBF,1,2,True,No,0.6,0.45,-1.0,-1.0
1,RBF,1,2,True,No,0.6666666666666666,0.5,-1.0,-1.0
2,RBF,1,2,True,No,0.6428571428571429,0.5,-1.0,-1.0
3,RBF,1,2,True,No,0.6428571428571429,0.5,-1.0,-1.0
4,RBF,1,2,True,No,0.5714285714285714,0.48888888888888893,-1.0,-1.0
5,RBF,1,2,True,No,0.6428571428571429,0.5,-1.0,-1.0
6,RBF,1,2,True,No,0.6428571428571429,0.5,-1.0,-1.0
7,RBF,1,2,True,No,0.6428571428571429,0.5,-1.0,-1.0
8,RBF,1,2,True,No,0.6428571428571429,0.5,-1.0,-1.0
9,RBF,1,2,True,No,0.6428571428571429,0.5,-1.0,-1.0
0,LR,1,2,True,No,0.6666666666666666,0.5,0.42,0.5954938117438118
1,LR,1,2,True,No,0.6666666666666666,0.5,0.8,0.9118813131313132
2,LR,1,2,True,No,0.6428571428571429,0.5,0.9333333333333333,0.9656705948372617
3,LR,1,2,True,No,0.6428571428571429,0.5,0.7555555555555555,0.87153371320038
4,LR,1,2,True,No,0.6428571428571429,0.5,0.5111111111111111,0.6859025234025233
5,LR,1,2,True,No,0.6428571428571429,0.5,0.8,0.9004925629925631
6,LR,1,2,True,No,0.6428571428571429,0.5,0.4666666666666666,0.5652412402412402
7,LR,1,2,True,No,0.6428571428571429,0.5,0.4444444444444444,0.6789878331544998
8,LR,1,2,True,No,0.6428571428571429,0.5,0.5333333333333333,0.6308871683871684
9,LR,1,2,True,No,0.6428571428571429,0.5,0.4888888888888889,0.6025691900691901
0,GB,1,2,True,No,0.6666666666666666,0.6000000000000001,-1.0,-1.0
1,GB,1,2,True,No,0.5333333333333333,0.44999999999999996,-1.0,-1.0
2,GB,1,2,True,No,0.5,0.43333333333333335,-1.0,-1.0
3,GB,1,2,True,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
4,GB,1,2,True,No,0.5714285714285714,0.5333333333333333,-1.0,-1.0
5,GB,1,2,True,No,0.6428571428571429,0.5444444444444444,-1.0,-1.0
6,GB,1,2,True,No,0.42857142857142855,0.37777777777777777,-1.0,-1.0
7,GB,1,2,True,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
8,GB,1,2,True,No,0.7857142857142857,0.7444444444444445,-1.0,-1.0
9,GB,1,2,True,No,0.5,0.43333333333333335,-1.0,-1.0
0,RFC,1,2,True,No,0.7333333333333333,0.6,-1.0,-1.0
1,RFC,1,2,True,No,0.5333333333333333,0.4,-1.0,-1.0
2,RFC,1,2,True,No,0.5,0.43333333333333335,-1.0,-1.0
3,RFC,1,2,True,No,0.35714285714285715,0.2777777777777778,-1.0,-1.0
4,RFC,1,2,True,No,0.7142857142857143,0.6,-1.0,-1.0
5,RFC,1,2,True,No,0.6428571428571429,0.5888888888888889,-1.0,-1.0
6,RFC,1,2,True,No,0.5,0.5222222222222221,-1.0,-1.0
7,RFC,1,2,True,No,0.5714285714285714,0.48888888888888893,-1.0,-1.0
8,RFC,1,2,True,No,0.5714285714285714,0.4444444444444444,-1.0,-1.0
9,RFC,1,2,True,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
0,SVC,1,2,False,No,0.3333333333333333,0.30000000000000004,-1.0,-1.0
1,SVC,1,2,False,No,0.6666666666666666,0.5,-1.0,-1.0
2,SVC,1,2,False,No,0.7142857142857143,0.6,-1.0,-1.0
3,SVC,1,2,False,No,0.6428571428571429,0.5,-1.0,-1.0
4,SVC,1,2,False,No,0.6428571428571429,0.5,-1.0,-1.0
5,SVC,1,2,False,No,0.7142857142857143,0.6,-1.0,-1.0
6,SVC,1,2,False,No,0.6428571428571429,0.5444444444444444,-1.0,-1.0
7,SVC,1,2,False,No,0.5714285714285714,0.4444444444444444,-1.0,-1.0
8,SVC,1,2,False,No,0.6428571428571429,0.5,-1.0,-1.0
9,SVC,1,2,False,No,0.5,0.3888888888888889,-1.0,-1.0
0,RBF,1,2,False,No,0.6666666666666666,0.5,-1.0,-1.0
1,RBF,1,2,False,No,0.6666666666666666,0.5,-1.0,-1.0
2,RBF,1,2,False,No,0.6428571428571429,0.5,-1.0,-1.0
3,RBF,1,2,False,No,0.6428571428571429,0.5,-1.0,-1.0
4,RBF,1,2,False,No,0.6428571428571429,0.5,-1.0,-1.0
5,RBF,1,2,False,No,0.6428571428571429,0.5,-1.0,-1.0
6,RBF,1,2,False,No,0.6428571428571429,0.5,-1.0,-1.0
7,RBF,1,2,False,No,0.6428571428571429,0.5,-1.0,-1.0
8,RBF,1,2,False,No,0.6428571428571429,0.5,-1.0,-1.0
9,RBF,1,2,False,No,0.6428571428571429,0.5,-1.0,-1.0
0,LR,1,2,False,No,0.6666666666666666,0.5,0.38,0.5535980685980686
1,LR,1,2,False,No,0.6666666666666666,0.5,0.52,0.7330457042957041
2,LR,1,2,False,No,0.6428571428571429,0.5,0.3111111111111111,0.5405782489115822
3,LR,1,2,False,No,0.6428571428571429,0.5,0.3333333333333333,0.5168248418248418
4,LR,1,2,False,No,0.6428571428571429,0.5,0.7111111111111111,0.8660469160469162
5,LR,1,2,False,No,0.6428571428571429,0.5,0.2888888888888888,0.49563245396578726
6,LR,1,2,False,No,0.6428571428571429,0.5,0.7555555555555555,0.829286916786917
7,LR,1,2,False,No,0.6428571428571429,0.5,0.6666666666666666,0.8206765456765459
8,LR,1,2,False,No,0.6428571428571429,0.5,0.5777777777777777,0.7963413130079797
9,LR,1,2,False,No,0.6428571428571429,0.5,0.19999999999999998,0.5550182841849509
0,GB,1,2,False,No,0.7333333333333333,0.65,-1.0,-1.0
1,GB,1,2,False,No,0.7333333333333333,0.75,-1.0,-1.0
2,GB,1,2,False,No,0.6428571428571429,0.5888888888888889,-1.0,-1.0
3,GB,1,2,False,No,0.7142857142857143,0.7333333333333334,-1.0,-1.0
4,GB,1,2,False,No,0.6428571428571429,0.5444444444444444,-1.0,-1.0
5,GB,1,2,False,No,0.7857142857142857,0.7,-1.0,-1.0
6,GB,1,2,False,No,0.5,0.5222222222222221,-1.0,-1.0
7,GB,1,2,False,No,0.6428571428571429,0.5444444444444444,-1.0,-1.0
8,GB,1,2,False,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
9,GB,1,2,False,No,0.5,0.43333333333333335,-1.0,-1.0
0,RFC,1,2,False,No,0.4666666666666667,0.35,-1.0,-1.0
1,RFC,1,2,False,No,0.5333333333333333,0.44999999999999996,-1.0,-1.0
2,RFC,1,2,False,No,0.8571428571428571,0.8,-1.0,-1.0
3,RFC,1,2,False,No,0.6428571428571429,0.6333333333333333,-1.0,-1.0
4,RFC,1,2,False,No,0.7142857142857143,0.7333333333333334,-1.0,-1.0
5,RFC,1,2,False,No,0.42857142857142855,0.3333333333333333,-1.0,-1.0
6,RFC,1,2,False,No,0.7857142857142857,0.788888888888889,-1.0,-1.0
7,RFC,1,2,False,No,0.6428571428571429,0.5888888888888889,-1.0,-1.0
8,RFC,1,2,False,No,0.7142857142857143,0.6,-1.0,-1.0
9,RFC,1,2,False,No,0.5714285714285714,0.5333333333333333,-1.0,-1.0
0,SVC,1,3,True,No,0.6666666666666666,0.5,-1.0,-1.0
1,SVC,1,3,True,No,0.5333333333333333,0.44999999999999996,-1.0,-1.0
2,SVC,1,3,True,No,0.42857142857142855,0.3333333333333333,-1.0,-1.0
3,SVC,1,3,True,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
4,SVC,1,3,True,No,0.6428571428571429,0.6333333333333333,-1.0,-1.0
5,SVC,1,3,True,No,0.7142857142857143,0.6,-1.0,-1.0
6,SVC,1,3,True,No,0.35714285714285715,0.2777777777777778,-1.0,-1.0
7,SVC,1,3,True,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
8,SVC,1,3,True,No,0.5,0.3888888888888889,-1.0,-1.0
9,SVC,1,3,True,No,0.6428571428571429,0.5888888888888889,-1.0,-1.0
0,RBF,1,3,True,No,0.6666666666666666,0.55,-1.0,-1.0
1,RBF,1,3,True,No,0.6666666666666666,0.5,-1.0,-1.0
2,RBF,1,3,True,No,0.5,0.3888888888888889,-1.0,-1.0
3,RBF,1,3,True,No,0.6428571428571429,0.5,-1.0,-1.0
4,RBF,1,3,True,No,0.6428571428571429,0.5,-1.0,-1.0
5,RBF,1,3,True,No,0.6428571428571429,0.5,-1.0,-1.0
6,RBF,1,3,True,No,0.7142857142857143,0.6,-1.0,-1.0
7,RBF,1,3,True,No,0.6428571428571429,0.5,-1.0,-1.0
8,RBF,1,3,True,No,0.6428571428571429,0.5888888888888889,-1.0,-1.0
9,RBF,1,3,True,No,0.7142857142857143,0.6,-1.0,-1.0
0,LR,1,3,True,No,0.6666666666666666,0.5,0.7200000000000001,0.8543520368520369
1,LR,1,3,True,No,0.6666666666666666,0.5,0.38,0.6379670329670329
2,LR,1,3,True,No,0.6428571428571429,0.5,0.8222222222222223,0.9135972052638721
3,LR,1,3,True,No,0.6428571428571429,0.5,0.5777777777777778,0.804567346234013
4,LR,1,3,True,No,0.6428571428571429,0.5,0.6,0.6602823102823103
5,LR,1,3,True,No,0.6428571428571429,0.5,0.39999999999999997,0.5453601953601954
6,LR,1,3,True,No,0.6428571428571429,0.5,0.4666666666666667,0.5752701002701003
7,LR,1,3,True,No,0.6428571428571429,0.5,0.5555555555555556,0.6320522070522071
8,LR,1,3,True,No,0.6428571428571429,0.5,0.6888888888888889,0.801560168226835
9,LR,1,3,True,No,0.6428571428571429,0.5,0.6,0.637025012025012
0,GB,1,3,True,No,0.6,0.55,-1.0,-1.0
1,GB,1,3,True,No,0.5333333333333333,0.44999999999999996,-1.0,-1.0
2,GB,1,3,True,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
3,GB,1,3,True,No,0.5,0.43333333333333335,-1.0,-1.0
4,GB,1,3,True,No,0.6428571428571429,0.5888888888888889,-1.0,-1.0
5,GB,1,3,True,No,0.42857142857142855,0.4666666666666667,-1.0,-1.0
6,GB,1,3,True,No,0.7857142857142857,0.7444444444444445,-1.0,-1.0
7,GB,1,3,True,No,0.6428571428571429,0.6333333333333333,-1.0,-1.0
8,GB,1,3,True,No,0.7142857142857143,0.6888888888888889,-1.0,-1.0
9,GB,1,3,True,No,0.6428571428571429,0.5444444444444444,-1.0,-1.0
0,RFC,1,3,True,No,0.6666666666666666,0.6000000000000001,-1.0,-1.0
1,RFC,1,3,True,No,0.8,0.75,-1.0,-1.0
2,RFC,1,3,True,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
3,RFC,1,3,True,No,0.6428571428571429,0.5444444444444444,-1.0,-1.0
4,RFC,1,3,True,No,0.6428571428571429,0.6333333333333333,-1.0,-1.0
5,RFC,1,3,True,No,0.6428571428571429,0.5888888888888889,-1.0,-1.0
6,RFC,1,3,True,No,0.5,0.43333333333333335,-1.0,-1.0
7,RFC,1,3,True,No,0.5,0.5222222222222221,-1.0,-1.0
8,RFC,1,3,True,No,0.7142857142857143,0.6,-1.0,-1.0
9,RFC,1,3,True,No,0.5714285714285714,0.5777777777777777,-1.0,-1.0
0,SVC,1,3,False,No,0.6666666666666666,0.5,-1.0,-1.0
1,SVC,1,3,False,No,0.6,0.45,-1.0,-1.0
2,SVC,1,3,False,No,0.35714285714285715,0.3222222222222222,-1.0,-1.0
3,SVC,1,3,False,No,0.6428571428571429,0.5444444444444444,-1.0,-1.0
4,SVC,1,3,False,No,0.5714285714285714,0.48888888888888893,-1.0,-1.0
5,SVC,1,3,False,No,0.6428571428571429,0.5,-1.0,-1.0
6,SVC,1,3,False,No,0.5714285714285714,0.4444444444444444,-1.0,-1.0
7,SVC,1,3,False,No,0.6428571428571429,0.5,-1.0,-1.0
8,SVC,1,3,False,No,0.6428571428571429,0.5,-1.0,-1.0
9,SVC,1,3,False,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
0,RBF,1,3,False,No,0.6666666666666666,0.5,-1.0,-1.0
1,RBF,1,3,False,No,0.6666666666666666,0.5,-1.0,-1.0
2,RBF,1,3,False,No,0.6428571428571429,0.5,-1.0,-1.0
3,RBF,1,3,False,No,0.6428571428571429,0.5,-1.0,-1.0
4,RBF,1,3,False,No,0.6428571428571429,0.5,-1.0,-1.0
5,RBF,1,3,False,No,0.6428571428571429,0.5,-1.0,-1.0
6,RBF,1,3,False,No,0.6428571428571429,0.5,-1.0,-1.0
7,RBF,1,3,False,No,0.6428571428571429,0.5,-1.0,-1.0
8,RBF,1,3,False,No,0.6428571428571429,0.5,-1.0,-1.0
9,RBF,1,3,False,No,0.6428571428571429,0.5,-1.0,-1.0
0,LR,1,3,False,No,0.6666666666666666,0.5,0.66,0.754031524031524
1,LR,1,3,False,No,0.6666666666666666,0.5,0.46,0.5950693750693751
2,LR,1,3,False,No,0.6428571428571429,0.5,0.6222222222222222,0.7988875322208657
3,LR,1,3,False,No,0.6428571428571429,0.5,0.26666666666666666,0.5766893600226933
4,LR,1,3,False,No,0.6428571428571429,0.5,0.6222222222222222,0.7917383542383545
5,LR,1,3,False,No,0.6428571428571429,0.5,0.2,0.5508957092290425
6,LR,1,3,False,No,0.6428571428571429,0.5,0.6222222222222222,0.7203583453583453
7,LR,1,3,False,No,0.6428571428571429,0.5,0.4222222222222222,0.6877122877122877
8,LR,1,3,False,No,0.6428571428571429,0.5,0.42222222222222217,0.5775170816837483
9,LR,1,3,False,No,0.6428571428571429,0.5,0.5555555555555556,0.7611968278634946
0,GB,1,3,False,No,0.6,0.45,-1.0,-1.0
1,GB,1,3,False,No,0.6,0.55,-1.0,-1.0
2,GB,1,3,False,No,0.6428571428571429,0.6333333333333333,-1.0,-1.0
3,GB,1,3,False,No,0.6428571428571429,0.5888888888888889,-1.0,-1.0
4,GB,1,3,False,No,0.7142857142857143,0.6888888888888889,-1.0,-1.0
5,GB,1,3,False,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
6,GB,1,3,False,No,0.42857142857142855,0.4222222222222222,-1.0,-1.0
7,GB,1,3,False,No,0.6428571428571429,0.5888888888888889,-1.0,-1.0
8,GB,1,3,False,No,0.7142857142857143,0.6,-1.0,-1.0
9,GB,1,3,False,No,0.42857142857142855,0.37777777777777777,-1.0,-1.0
0,RFC,1,3,False,No,0.6,0.5,-1.0,-1.0
1,RFC,1,3,False,No,0.6666666666666666,0.7,-1.0,-1.0
2,RFC,1,3,False,No,0.7142857142857143,0.6,-1.0,-1.0
3,RFC,1,3,False,No,0.5714285714285714,0.5777777777777777,-1.0,-1.0
4,RFC,1,3,False,No,0.7142857142857143,0.6,-1.0,-1.0
5,RFC,1,3,False,No,0.7142857142857143,0.6888888888888889,-1.0,-1.0
6,RFC,1,3,False,No,0.6428571428571429,0.5444444444444444,-1.0,-1.0
7,RFC,1,3,False,No,0.35714285714285715,0.3222222222222222,-1.0,-1.0
8,RFC,1,3,False,No,0.5714285714285714,0.5333333333333333,-1.0,-1.0
9,RFC,1,3,False,No,0.5,0.43333333333333335,-1.0,-1.0
0,SVC,1,4,True,No,0.5333333333333333,0.5,-1.0,-1.0
1,SVC,1,4,True,No,0.6,0.45,-1.0,-1.0
2,SVC,1,4,True,No,0.5714285714285714,0.4444444444444444,-1.0,-1.0
3,SVC,1,4,True,No,0.7142857142857143,0.6,-1.0,-1.0
4,SVC,1,4,True,No,0.42857142857142855,0.3333333333333333,-1.0,-1.0
5,SVC,1,4,True,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
6,SVC,1,4,True,No,0.5,0.43333333333333335,-1.0,-1.0
7,SVC,1,4,True,No,0.5,0.43333333333333335,-1.0,-1.0
8,SVC,1,4,True,No,0.7142857142857143,0.6,-1.0,-1.0
9,SVC,1,4,True,No,0.7857142857142857,0.7444444444444445,-1.0,-1.0
0,RBF,1,4,True,No,0.6666666666666666,0.5,-1.0,-1.0
1,RBF,1,4,True,No,0.6666666666666666,0.5,-1.0,-1.0
2,RBF,1,4,True,No,0.6428571428571429,0.5,-1.0,-1.0
3,RBF,1,4,True,No,0.6428571428571429,0.5,-1.0,-1.0
4,RBF,1,4,True,No,0.42857142857142855,0.37777777777777777,-1.0,-1.0
5,RBF,1,4,True,No,0.6428571428571429,0.5,-1.0,-1.0
6,RBF,1,4,True,No,0.6428571428571429,0.5444444444444444,-1.0,-1.0
7,RBF,1,4,True,No,0.6428571428571429,0.5,-1.0,-1.0
8,RBF,1,4,True,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
9,RBF,1,4,True,No,0.6428571428571429,0.5,-1.0,-1.0
0,LR,1,4,True,No,0.6666666666666666,0.5,0.6000000000000001,0.7489979464979465
1,LR,1,4,True,No,0.6666666666666666,0.5,0.5,0.7745471195471195
2,LR,1,4,True,No,0.6428571428571429,0.5,0.5333333333333333,0.7345497095497096
3,LR,1,4,True,No,0.6428571428571429,0.5,0.6,0.8103624770291438
4,LR,1,4,True,No,0.6428571428571429,0.5,0.6666666666666666,0.8658748658748661
5,LR,1,4,True,No,0.6428571428571429,0.5,0.7333333333333334,0.8137285553952223
6,LR,1,4,True,No,0.6428571428571429,0.5,0.4888888888888889,0.5781801531801533
7,LR,1,4,True,No,0.6428571428571429,0.5,0.5333333333333333,0.5913239538239539
8,LR,1,4,True,No,0.6428571428571429,0.5,0.6666666666666667,0.8379086962420297
9,LR,1,4,True,No,0.6428571428571429,0.5,0.4666666666666666,0.5873274873274874
0,GB,1,4,True,No,0.6666666666666666,0.6499999999999999,-1.0,-1.0
1,GB,1,4,True,No,0.6666666666666666,0.6499999999999999,-1.0,-1.0
2,GB,1,4,True,No,0.6428571428571429,0.5444444444444444,-1.0,-1.0
3,GB,1,4,True,No,0.7142857142857143,0.6888888888888889,-1.0,-1.0
4,GB,1,4,True,No,0.7142857142857143,0.6444444444444444,-1.0,-1.0
5,GB,1,4,True,No,0.7142857142857143,0.6888888888888889,-1.0,-1.0
6,GB,1,4,True,No,0.5714285714285714,0.4444444444444444,-1.0,-1.0
7,GB,1,4,True,No,0.7857142857142857,0.7444444444444445,-1.0,-1.0
8,GB,1,4,True,No,0.7142857142857143,0.6,-1.0,-1.0
9,GB,1,4,True,No,0.7857142857142857,0.7444444444444445,-1.0,-1.0
0,RFC,1,4,True,No,0.7333333333333333,0.7,-1.0,-1.0
1,RFC,1,4,True,No,0.6,0.5,-1.0,-1.0
2,RFC,1,4,True,No,0.5,0.4777777777777778,-1.0,-1.0
3,RFC,1,4,True,No,0.5714285714285714,0.48888888888888893,-1.0,-1.0
4,RFC,1,4,True,No,0.6428571428571429,0.5888888888888889,-1.0,-1.0
5,RFC,1,4,True,No,0.5714285714285714,0.48888888888888893,-1.0,-1.0
6,RFC,1,4,True,No,0.6428571428571429,0.5444444444444444,-1.0,-1.0
7,RFC,1,4,True,No,0.5714285714285714,0.48888888888888893,-1.0,-1.0
8,RFC,1,4,True,No,0.7142857142857143,0.6888888888888889,-1.0,-1.0
9,RFC,1,4,True,No,0.7857142857142857,0.7444444444444445,-1.0,-1.0
