iter,max_vertex_scale,max_vertex_moment,centered_vertex_features,max_edge_scale,max_edge_moment,centered_edge_features,pca,MAE,MSE,RMSE
1,1,5,True,1,5,True,No,0.8494104236960597,1.1377938164284598,1.0666741847576793
2,1,5,True,1,5,True,No,0.8674832079333062,1.1823876033307303,1.0873764772748813
3,1,5,True,1,5,True,No,0.8634445143449828,1.2061500442695359,1.0982486258901196
4,1,5,True,1,5,True,No,0.8203173344096693,1.0285347944467145,1.0141670446463513
0,1,5,True,1,5,True,No,0.8593321817903242,1.1753973993164588,1.0841574605731672
1,1,5,True,1,5,True,No,0.81736850372681,1.0429050092019918,1.021227207433288
2,1,5,True,1,5,True,No,0.832662618458214,1.0918084597497282,1.0448963870880825
3,1,5,True,1,5,True,No,0.8712406702689733,1.2040905537903837,1.0973106004183062
4,1,5,True,1,5,True,No,0.8592663699937311,1.139079473608537,1.0672766621680327
0,1,5,True,1,5,True,No,0.8698317501011069,1.1753264978898332,1.0841247612197746
1,1,5,True,1,5,True,No,0.8479227440080347,1.1060610351436437,1.0516943639402294
2,1,5,True,1,5,True,No,0.8832290861757331,1.2648675554694349,1.1246633076034067
3,1,5,True,1,5,True,No,0.8456480255602791,1.1282960077922906,1.0622127883773056
4,1,5,True,1,5,True,No,0.8149590444920771,1.065759423372358,1.03235624828465
0,1,5,True,1,5,True,No,0.8230174469789988,1.0757813998625332,1.0371988236893317
1,1,5,True,1,5,True,No,0.8268577695976124,1.0611676892366297,1.030129938035309
2,1,5,True,1,5,True,No,0.8128032642879478,1.0413924118119764,1.0204863604242715
3,1,5,True,1,5,True,No,0.8755057580603187,1.172337929512177,1.0827455516011955
4,1,5,True,1,5,True,No,0.8380541698870128,1.0791191128674167,1.0388065810666665
0,1,5,True,1,5,True,No,0.8260305890016679,1.068905471968791,1.0338788478196035
1,1,5,True,1,5,True,No,0.8749698075524548,1.171854691473488,1.08252237458331
2,1,5,True,1,5,True,No,0.8219953315838279,1.114376835500934,1.055640485914089
3,1,5,True,1,5,True,No,0.8815195948416539,1.1726581068257722,1.0828933958731912
4,1,5,True,1,5,True,No,0.860677429038101,1.1648139000141928,1.0792654446493657
0,1,5,True,1,5,True,No,0.8060857356817783,1.0373378532661117,1.0184978415618324
1,1,5,True,1,5,True,No,0.8002318244842865,0.981133227613836,0.9905216946709627
2,1,5,True,1,5,True,No,0.8393808577921678,1.1337859873258895,1.064793870815328
3,1,5,True,1,5,True,No,0.8620350789079577,1.1487971402299963,1.0718195464862528
4,1,5,True,1,5,True,No,0.8212098177706354,1.05596314960962,1.0276006761430336
0,1,5,True,1,5,True,No,0.8768183373316536,1.1672901946959624,1.0804120485703417
1,1,5,True,1,5,True,No,0.8463275905392673,1.1402115879118353,1.0678069057239867
2,1,5,True,1,5,True,No,0.8220927618712122,1.07898625266289,1.0387426306178493
3,1,5,True,1,5,True,No,0.8599549437459924,1.1453414690408297,1.070206274061608
4,1,5,True,1,5,True,No,0.8629923948902106,1.1535141585563526,1.0740177645441218
0,1,5,True,1,5,True,No,0.8559256553095024,1.1492225062894812,1.0720179598726325
1,1,5,True,1,5,True,No,0.84414652825365,1.1259132987872151,1.0610906176134134
2,1,5,True,1,5,True,No,0.8426878293485356,1.0578177808525135,1.028502688792068
3,1,5,True,1,5,True,No,0.8730910789458051,1.2143314701778114,1.1019670912408461
4,1,5,True,1,5,True,No,0.8718358205109161,1.1863961434183012,1.0892181339925906
0,1,5,True,1,5,True,No,0.8167327193260913,1.0464860797038575,1.0229790221230626
1,1,5,True,1,5,True,No,0.8592360748876271,1.1486404237232124,1.0717464363006823
2,1,5,True,1,5,True,No,0.894952114622824,1.2265981260648813,1.10751890551127
3,1,5,True,1,5,True,No,0.8377044552547609,1.0957809318611926,1.0467955539938028
4,1,5,True,1,5,True,No,0.8123241578257077,1.0378695188359717,1.0187588128875116
0,1,5,True,1,5,True,No,0.8196515136861023,1.0688965826579855,1.033874548800765
1,1,5,True,1,5,True,No,0.8647825633735765,1.162295438489198,1.0780980653396972
2,1,5,True,1,5,True,No,0.8711775963031739,1.1492549959523797,1.072033113272337
3,1,5,True,1,5,True,No,0.8701876370023747,1.1495792316533195,1.0721843272746154
4,1,5,True,1,5,True,No,0.863461598232241,1.2010989511985486,1.0959466005232867
0,1,5,True,1,5,True,No,0.8605828627791601,1.1222753391144116,1.0593749756882176
1,1,5,True,1,5,True,No,0.8680238765523259,1.150428526558408,1.0725803124048139
2,1,5,True,1,5,True,No,0.8080480169490402,1.056591275032095,1.027906257901028
3,1,5,True,1,5,True,No,0.8304066500856339,1.090986796901334,1.0445031339834907
4,1,5,True,1,5,True,No,0.8685860338404063,1.2032753675192034,1.096939090159159
0,1,5,True,1,5,True,No,0.8669044295870574,1.1493674581120823,1.0720855647344956
1,1,5,True,1,5,True,No,0.8099832416599307,1.0834087662238343,1.0408692358907694
2,1,5,True,1,5,True,No,0.8514267867171036,1.1260154531326245,1.061138753006705
3,1,5,True,1,5,True,No,0.8734512414518784,1.1729271439038909,1.0830176101540967
4,1,5,True,1,5,True,No,0.8471228756797891,1.1220868138055342,1.0592859924522433
0,1,5,True,1,5,True,No,0.8131949410426784,1.060767679733695,1.0299357648580298
1,1,5,True,1,5,True,No,0.8812454732839763,1.1945759639899183,1.0929665886887476
2,1,5,True,1,5,True,No,0.8569406370241031,1.13338912416533,1.064607497702947
3,1,5,True,1,5,True,No,0.8705082184352372,1.227350512153249,1.1078585253331081
4,1,5,True,1,5,True,No,0.811578248127461,1.0404879584850313,1.020043115993158
0,1,5,True,1,5,True,No,0.8070187736790883,1.0397254461369907,1.019669282726998
1,1,5,True,1,5,True,No,0.8338194676249572,1.1484437008185502,1.0716546555763895
2,1,5,True,1,5,True,No,0.8344249442179908,1.0545738974404892,1.0269244847799128
3,1,5,True,1,5,True,No,0.8088966281244857,1.0389884292386484,1.0193078186880784
4,1,5,True,1,5,True,No,0.880284573010333,1.207231045443416,1.0987406634158108
0,1,5,True,1,5,True,No,0.845829774653206,1.125810740936083,1.0610422898905034
1,1,5,True,1,5,True,No,0.8795792737222966,1.2788877318079017,1.130879185327903
2,1,5,True,1,5,True,No,0.8621031505894753,1.1741399220876845,1.0835773724509405
3,1,5,True,1,5,True,No,0.8521174500942784,1.1158894145715093,1.056356670150527
4,1,5,True,1,5,True,No,0.8221325060340364,1.03657097727199,1.0181212979168985
0,1,5,True,1,5,True,No,0.8243491915988933,1.067407419465768,1.033154112156443
1,1,5,True,1,5,True,No,0.8226876610167674,1.0255796537749025,1.012709066699268
2,1,5,True,1,5,True,No,0.7801419575978392,0.9640534776084938,0.9818622498133299
3,1,5,True,1,5,True,No,0.8309828113367164,1.0750515929779423,1.0368469477111568
4,1,5,True,1,5,True,No,0.8849011737100139,1.5328071263876746,1.2380658812792131
0,1,5,False,1,5,False,No,0.8575405967641349,1.1462033477551994,1.0706088677734737
1,1,5,False,1,5,False,No,0.8434714892438513,1.114637159266222,1.0557637800503588
2,1,5,False,1,5,False,No,0.8808945022521958,1.190529618731451,1.0911139348076584
3,1,5,False,1,5,False,No,0.867039385171111,1.1884672928217734,1.0901684699264482
4,1,5,False,1,5,False,No,0.86780260498326,1.1761432857635448,1.0845013996134558
0,1,5,False,1,5,False,No,0.8861369596091984,1.2232070732641231,1.1059869227364867
1,1,5,False,1,5,False,No,0.83898741958696,1.0798199488506854,1.0391438537809312
2,1,5,False,1,5,False,No,0.8679566089466154,1.1691004300448429,1.0812494763211877
3,1,5,False,1,5,False,No,0.8414942949675657,1.1257683609598803,1.0610223187849916
4,1,5,False,1,5,False,No,0.8688080672271055,1.1789564966889354,1.0857976315543036
0,1,5,False,1,5,False,No,0.8124770148631675,1.0248147844706805,1.012331361003244
1,1,5,False,1,5,False,No,0.8354414800657654,1.0926431006463002,1.0452957000994025
2,1,5,False,1,5,False,No,0.9027572587609388,1.224702705563896,1.1066628689731557
3,1,5,False,1,5,False,No,0.8912927139284215,1.2310737973336758,1.1095376502551304
4,1,5,False,1,5,False,No,0.8339089385475181,1.1256534417046977,1.0609681624368836
0,1,5,False,1,5,False,No,0.8580797671791781,1.117698535757548,1.057212625613953
1,1,5,False,1,5,False,No,0.8566152524494858,1.1758190093437848,1.0843518844654556
2,1,5,False,1,5,False,No,0.8499445401088594,1.1274373617734763,1.0618085334811904
3,1,5,False,1,5,False,No,0.8726354463681428,1.1741023986557866,1.0835600577059799
4,1,5,False,1,5,False,No,0.8687525412554726,1.1657646911641109,1.0797058354774742
0,1,5,False,1,5,False,No,0.8842607915081552,1.2018175438133492,1.0962743925739344
1,1,5,False,1,5,False,No,0.8444320235117603,1.1370068674057452,1.066305241197728
2,1,5,False,1,5,False,No,0.8466889696738225,1.1002073554502154,1.0489076963442567
3,1,5,False,1,5,False,No,0.8632556633875852,1.1318590251460148,1.0638886338080762
4,1,5,False,1,5,False,No,0.8259814402768584,1.0850469892415102,1.0416558881134932
0,1,5,False,1,5,False,No,0.8653590547031551,1.1828732616809756,1.0875997709088465
1,1,5,False,1,5,False,No,0.8621754963730345,1.1433250694416286,1.0692637978729236
2,1,5,False,1,5,False,No,0.8421873612375494,1.1393727811507295,1.0674140626536308
3,1,5,False,1,5,False,No,0.8803781854128487,1.1930951343460994,1.092288942700648
4,1,5,False,1,5,False,No,0.8526746422584063,1.1157369670048314,1.056284510444431
0,1,5,False,1,5,False,No,0.8333443840712673,1.1073062949872978,1.0522862229390337
1,1,5,False,1,5,False,No,0.8623456901242589,1.148557821442706,1.0717078993096514
2,1,5,False,1,5,False,No,0.8415817764731511,1.0818352416832473,1.0401130908142862
3,1,5,False,1,5,False,No,0.8617064193272107,1.1412472961568276,1.0682917654633624
4,1,5,False,1,5,False,No,0.8312946416320657,1.0886722630726724,1.0433945864689314
0,1,5,False,1,5,False,No,0.8273972816495062,1.055685894395767,1.027465763125841
1,1,5,False,1,5,False,No,0.8500710006013643,1.117574867950102,1.0571541363254944
2,1,5,False,1,5,False,No,0.8519187896675597,1.1418775579954419,1.0685867105646794
3,1,5,False,1,5,False,No,0.8457640294606864,1.1007599870163167,1.0491710952062665
4,1,5,False,1,5,False,No,0.8839033883807654,1.228522583269865,1.1083873796060044
0,1,5,False,1,5,False,No,0.861757758672869,1.1235156794530596,1.0599602254108687
1,1,5,False,1,5,False,No,0.8524662516303,1.1289428428799253,1.062517220039245
2,1,5,False,1,5,False,No,0.8214968940786842,1.063501722261738,1.0312621986002095
3,1,5,False,1,5,False,No,0.8447816515724776,1.1123156810471662,1.054663776303693
4,1,5,False,1,5,False,No,0.8181851035008623,1.066110699248225,1.032526367338009
0,1,5,False,1,5,False,No,0.8217594893157197,1.048232502369259,1.023832262809323
1,1,5,False,1,5,False,No,0.8801780151468306,1.1813290550842437,1.086889624149685
2,1,5,False,1,5,False,No,0.8955325419081747,1.2547004572088662,1.1201341246515375
3,1,5,False,1,5,False,No,0.836580496222713,1.1001378302505573,1.0488745541057602
4,1,5,False,1,5,False,No,0.8347449766086289,1.084106285731978,1.041204247845723
0,1,5,False,1,5,False,No,0.8940045653206734,1.2681511407478736,1.1261221695481682
1,1,5,False,1,5,False,No,0.8298077265470369,1.1048997083437695,1.0511420971228245
2,1,5,False,1,5,False,No,0.8693121619791605,1.1710940031686141,1.0821709676241615
3,1,5,False,1,5,False,No,0.8434419582802011,1.0955626086261607,1.046691267101317
4,1,5,False,1,5,False,No,0.87174141290583,1.1518573263343515,1.0732461629721075
0,1,5,False,1,5,False,No,0.8576401628835367,1.1461497113697687,1.0705838180029477
1,1,5,False,1,5,False,No,0.8523872396899759,1.1401937722510054,1.0677985635179537
2,1,5,False,1,5,False,No,0.8873580086853897,1.2090503445426224,1.099568253698979
3,1,5,False,1,5,False,No,0.8551292645847083,1.136997190599874,1.0663007036478378
4,1,5,False,1,5,False,No,0.8461484728602487,1.1164824949585295,1.0566373526231834
0,1,5,False,1,5,False,No,0.8486097853961817,1.1391816236938006,1.0673245165805012
1,1,5,False,1,5,False,No,0.8673688772047128,1.1523685607395553,1.0734843085669932
2,1,5,False,1,5,False,No,0.8675549328081887,1.1623744761642651,1.078134720785981
3,1,5,False,1,5,False,No,0.8617873702134389,1.1509661066631804,1.0728308844655714
4,1,5,False,1,5,False,No,0.8378016640807401,1.1302849887255568,1.0631486202434526
0,1,5,False,1,5,False,No,0.8633525911218138,1.1342088241372308,1.0649924056711535
1,1,5,False,1,5,False,No,0.857488874175039,1.1712857336881095,1.0822595500563206
2,1,5,False,1,5,False,No,0.8685852994873684,1.1893655983789466,1.0905803951928288
3,1,5,False,1,5,False,No,0.8415085824287957,1.087376232602714,1.0427733371172827
4,1,5,False,1,5,False,No,0.861047377082872,1.1620882049323373,1.0780019503379097
0,1,5,False,1,5,False,No,0.8188030912841849,1.0593436049961722,1.0292441911403591
1,1,5,False,1,5,False,No,0.8428591793455207,1.1063479056844856,1.051830740035908
2,1,5,False,1,5,False,No,0.8713832528293696,1.1868765745147145,1.089438651101894
3,1,5,False,1,5,False,No,0.8452090572832974,1.0982570325811323,1.0479775916407432
4,1,5,False,1,5,False,No,0.8589109712793407,1.1346138659837488,1.065182550544154
0,1,5,False,1,5,False,No,0.8184434944839122,1.049327358455107,1.0243668085481425
1,1,5,False,1,5,False,No,0.8570918069709242,1.112946675552336,1.0549628787556158
2,1,5,False,1,5,False,No,0.8551458289202132,1.167170464650696,1.0803566377130729
3,1,5,False,1,5,False,No,0.8841968985767301,1.2086381506057677,1.0993808032732642
4,1,5,False,1,5,False,No,0.8408836373160813,1.1034753896073528,1.05046436855676
0,1,5,False,1,5,False,No,0.8827311366046474,1.2172285831918497,1.1032808269846122
1,1,5,False,1,5,False,No,0.8487334404320712,1.0945329921616387,1.0461993080487286
2,1,5,False,1,5,False,No,0.832416269443653,1.1060476739019862,1.0516880116755094
3,1,5,False,1,5,False,No,0.8325341538764148,1.068669769007381,1.0337648518920446
4,1,5,False,1,5,False,No,0.8054535209021334,1.0292825781324513,1.0145356465558277
0,1,5,False,1,5,False,No,0.8313504946256333,1.0905069275900603,1.0442733969560176
1,1,5,False,1,5,False,No,0.8247948036064002,1.0578946495339034,1.028540057330731
2,1,5,False,1,5,False,No,0.8440143035587565,1.0979268870151955,1.047820064235838
3,1,5,False,1,5,False,No,0.8653790227876892,1.140564540794198,1.0679721629303818
4,1,5,False,1,5,False,No,0.8221622686648442,1.0576481955880452,1.028420242696557
0,1,5,False,1,5,False,No,0.8255209258738546,1.066639713486424,1.0327825102539372
1,1,5,False,1,5,False,No,0.8829503365152114,1.194269728981342,1.092826486218806
2,1,5,False,1,5,False,No,0.856295464124595,1.1482764606241536,1.0715766237764583
3,1,5,False,1,5,False,No,0.8566609548546518,1.1601339692286623,1.0770951532843616
4,1,5,False,1,5,False,No,0.8167008459841002,1.029739452412164,1.014760785807258
0,1,5,False,1,5,False,No,0.8161204592366381,1.0329955280337102,1.0163638758012359
1,1,5,False,1,5,False,No,0.8353054349082618,1.0777341449559235,1.0381397521316307
2,1,5,False,1,5,False,No,0.8407798656738448,1.1205514287823666,1.0585610179778804
3,1,5,False,1,5,False,No,0.8693898575233218,1.1759434308735237,1.0844092543286061
4,1,5,False,1,5,False,No,0.8246515756185856,1.0551675364903725,1.0272134814586364
0,1,5,False,1,5,False,No,0.8852324016582783,1.2210369158476364,1.1050053917731064
1,1,5,False,1,5,False,No,0.8726082636892247,1.2059417423219683,1.0981537881016339
2,1,5,False,1,5,False,No,0.8399677430655651,1.0936996919111104,1.045800981024167
3,1,5,False,1,5,False,No,0.8441392075799841,1.1342150888281717,1.064995346857521
4,1,5,False,1,5,False,No,0.8548432028060527,1.1079855439089636,1.0526089225866193
0,1,5,False,1,5,False,No,0.8698002751613301,1.1748553907609267,1.0839074641134854
1,1,5,False,1,5,False,No,0.8639922570584406,1.179123411542159,1.085874491615932
2,1,5,False,1,5,False,No,0.8445350599204643,1.100872771029388,1.049224842933767
3,1,5,False,1,5,False,No,0.8398138512935911,1.1065980981167056,1.0519496652010996
4,1,5,False,1,5,False,No,0.8689733059702172,1.1609906492370183,1.0774927606425104
0,1,5,False,1,5,False,No,0.8573489061387022,1.1265420898892526,1.0613868709802532
1,1,5,False,1,5,False,No,0.830674911885113,1.0776378133412665,1.0380933548295483
2,1,5,False,1,5,False,No,0.8588594202583868,1.1519929469678512,1.0733093435575092
3,1,5,False,1,5,False,No,0.8828562006355241,1.2111735612435253,1.1005333076483987
4,1,5,False,1,5,False,No,0.8320296316039448,1.0991541292763027,1.0484055175724243
0,1,5,False,1,5,False,No,0.8803841183513571,1.1981749925482814,1.0946117999310447
1,1,5,False,1,5,False,No,0.8222104258618895,1.058210754916397,1.0286937128788127
2,1,5,False,1,5,False,No,0.8784708569404164,1.2217027082876608,1.1053066127946856
3,1,5,False,1,5,False,No,0.8656426916579226,1.1515667286777418,1.0731107718580322
4,1,5,False,1,5,False,No,0.8352850868240946,1.092240804246682,1.0451032505196232
0,1,5,False,1,5,False,No,0.8556105373634079,1.1783508943950538,1.085518721347105
1,1,5,False,1,5,False,No,0.7942486614757875,0.9729919012691735,0.9864035184797211
2,1,5,False,1,5,False,No,0.8542191672626694,1.1333928831950013,1.0646092631547976
3,1,5,False,1,5,False,No,0.8567688861934273,1.1622096399833572,1.0780582729998214
4,1,5,False,1,5,False,No,0.8626044485437087,1.1360189764490312,1.0658419096887826
0,1,5,False,1,5,False,No,0.8623984227837131,1.1236793004098524,1.0600374051937282
1,1,5,False,1,5,False,No,0.848564455608817,1.1508843620970937,1.0727927861880382
2,1,5,False,1,5,False,No,0.8341231115386977,1.1031640817174366,1.0503161817840552
3,1,5,False,1,5,False,No,0.8150375521338601,1.0422652132146704,1.020913910775375
4,1,5,False,1,5,False,No,0.846047746909024,1.1295096270041045,1.0627839041894191
0,1,5,False,1,5,False,No,0.8259234131428749,1.0817002896710468,1.0400482150703625
1,1,5,False,1,5,False,No,0.8382025056400333,1.1010782032640216,1.049322735512779
2,1,5,False,1,5,False,No,0.8452939607192829,1.1049774257947826,1.051179064572151
3,1,5,False,1,5,False,No,0.8618182961091357,1.1378903149989792,1.066719417184753
4,1,5,False,1,5,False,No,0.8427174202221732,1.131684433135584,1.0638065769375484
0,1,5,False,1,5,False,No,0.8327147877370837,1.091979940729196,1.0449784403178832
1,1,5,False,1,5,False,No,0.8095255820789112,1.019049614269673,1.009479873137485
2,1,5,False,1,5,False,No,0.833200757974844,1.0629763892432873,1.0310074632335535
3,1,5,False,1,5,False,No,0.8526710654628233,1.1062014034571952,1.0517610961892416
4,1,5,False,1,5,False,No,0.8271449718199411,1.0997495290836856,1.048689434047891
0,1,5,False,1,5,False,No,0.8397609527539858,1.0915716510958895,1.0447830641314442
1,1,5,False,1,5,False,No,0.8669817203103624,1.1606204817121901,1.077320974321112
2,1,5,False,1,5,False,No,0.8383595787603656,1.0756456161207661,1.0371333646743635
3,1,5,False,1,5,False,No,0.8264316010957216,1.0808037131046762,1.039617099274861
4,1,5,False,1,5,False,No,0.8220738873975185,1.1007017038127607,1.0491433190049684
0,1,5,False,1,5,False,No,0.8426909571423923,1.1237940834883515,1.0600915448622121
1,1,5,False,1,5,False,No,0.8427096392732636,1.0955202717506467,1.0466710427592074
2,1,5,False,1,5,False,No,0.8388804981454011,1.1069440744408805,1.0521140976343204
3,1,5,False,1,5,False,No,0.827583227794102,1.0593617252837373,1.0292529938182047
4,1,5,False,1,5,False,No,0.8130821808375504,1.0089261976012533,1.004453183379521
0,1,5,False,1,5,False,No,0.8577031988768795,1.1362686592955216,1.06595903265347
1,1,5,False,1,5,False,No,0.831927145072888,1.0698566426589582,1.0343387465714307
2,1,5,False,1,5,False,No,0.8622674930796838,1.185996116661195,1.0890344882790421
3,1,5,False,1,5,False,No,0.8563152204111847,1.1653576463451332,1.0795173210028328
4,1,5,False,1,5,False,No,0.8584302991046521,1.1329379449554213,1.064395577290427
0,1,5,False,1,5,False,No,0.8441992559505609,1.1080825791532525,1.0526550143106015
1,1,5,False,1,5,False,No,0.8351532099417147,1.119064058577828,1.0578582412487167
2,1,5,False,1,5,False,No,0.8615464772322552,1.1440085447282338,1.0695833509961876
3,1,5,False,1,5,False,No,0.936594853466723,2.687754649302528,1.6394372965449238
4,1,5,False,1,5,False,No,0.8861547382912659,1.2033011233409703,1.0969508299559148
0,1,5,False,1,5,False,No,0.8942050189542878,1.2528910724750695,1.1193261689405236
1,1,5,False,1,5,False,No,0.8296533649056527,1.1151216095980563,1.0559931863407341
2,1,5,False,1,5,False,No,0.8261922809605413,1.0707204135582398,1.034756209722
3,1,5,False,1,5,False,No,0.8527047458756345,1.1531157694086185,1.0738322817873462
4,1,5,False,1,5,False,No,0.8332559183699297,1.0777642096642324,1.0381542321178643
0,1,5,False,1,5,False,No,0.8331047831671805,1.0990587704749035,1.0483600385721041
1,1,5,False,1,5,False,No,0.8800272408196488,1.1631493624210765,1.0784940252134345
2,1,5,False,1,5,False,No,0.8608018741563198,1.1779627103219634,1.0853399054314568
3,1,5,False,1,5,False,No,0.841965625771508,1.1064130861270092,1.051861723862509
4,1,5,False,1,5,False,No,0.8483191370403401,1.1334213842305985,1.0646226487495927
0,1,5,False,1,5,False,No,0.8622458920120607,1.1599807995338485,1.0770240477973778
1,1,5,False,1,5,False,No,0.8364657161373424,1.1475018517496798,1.0712151286038112
2,1,5,False,1,5,False,No,0.8404449224910576,1.082592979400444,1.0404772844230883
3,1,5,False,1,5,False,No,0.8452700877838143,1.1066331457339778,1.0519663234790255
4,1,5,False,1,5,False,No,0.8170518256089632,1.0615043670795568,1.030293340306321
0,1,5,False,1,5,False,No,0.8398380956993056,1.133345795126642,1.0645871477369253
1,1,5,False,1,5,False,No,0.8300935087195638,1.081426608858081,1.039916635532907
2,1,5,False,1,5,False,No,0.8265721127564291,1.0419868368271703,1.0207775648137896
3,1,5,False,1,5,False,No,0.8748455177570703,1.1976675403501582,1.0943799798745215
4,1,5,False,1,5,False,No,0.8089075656846737,1.023766895611047,1.0118136664480506
0,1,5,False,1,5,False,No,0.7994921446956271,1.0225244219262384,1.0111994966010607
1,1,5,False,1,5,False,No,0.8235998270835727,1.0610342277639877,1.0300651570478383
2,1,5,False,1,5,False,No,0.8907035695750151,1.202914338360444,1.0967745157325839
3,1,5,False,1,5,False,No,0.8248392537695723,1.1030818879891275,1.0502770529670387
4,1,5,False,1,5,False,No,0.845389178669765,1.1212946621107804,1.0589120181161324
0,1,5,False,1,5,False,No,0.8108431736453765,1.0273807885238722,1.013597942245283
1,1,5,False,1,5,False,No,0.8105909759195611,1.0153958927149342,1.0076685430809746
2,1,5,False,1,5,False,No,0.8292381327667196,1.0939675484675964,1.0459290360572253
3,1,5,False,1,5,False,No,0.8171996958651473,1.0324451088102553,1.0160930610973855
4,1,5,False,1,5,False,No,0.8904614773102245,1.2431619142497676,1.1149717100670167
0,1,5,False,1,5,False,No,0.8671184555389475,1.2082682076348525,1.0992125397914876
1,1,5,False,1,5,False,No,0.8601938960478823,1.1255268439012167,1.0609084993067106
2,1,5,False,1,5,False,No,0.8156229321900585,1.047375243386959,1.0234135251143395
3,1,5,False,1,5,False,No,0.809754721661961,1.0489786346995078,1.0241965801053565
4,1,5,False,1,5,False,No,0.838883957315384,1.14026347043117,1.0678311994089562
0,1,5,False,1,5,False,No,0.8469576390315567,1.0950212970294302,1.0464326528876238
1,1,5,False,1,5,False,No,0.8058981692239039,1.0505698220425745,1.0249730835697952
2,1,5,False,1,5,False,No,0.8205908234021819,1.0329512586716585,1.016342097264331
3,1,5,False,1,5,False,No,0.8354720640739526,1.0943818452403007,1.0461270693564433
4,1,5,False,1,5,False,No,0.7777943609958936,0.9779619589274666,0.9889195917401307
0,1,5,False,1,5,False,No,0.867760662878156,1.1493096284480606,1.072058593756918
1,1,5,False,1,5,False,No,0.8354090430965416,1.0812571966946487,1.0398351776578096
2,1,5,False,1,5,False,No,0.8526511906452552,1.1478243864382898,1.0713656642054055
3,1,5,False,1,5,False,No,0.8493225945718184,1.1225427426112533,1.0595011763142377
4,1,5,False,1,5,False,No,0.8436337878618937,1.1150710455567117,1.0559692446073947
0,1,5,False,1,5,False,No,0.8638904504470416,1.1661649405856536,1.0798911707138148
1,1,5,False,1,5,False,No,0.8512590598798746,1.1516080026570683,1.0731300026823722
2,1,5,False,1,5,False,No,0.8510044431016882,1.146151384234674,1.0705845992889464
3,1,5,False,1,5,False,No,0.8612708169083214,1.147136905498816,1.071044772873112
4,1,5,False,1,5,False,No,0.8511714186537367,1.1187290410415713,1.0576998823114103
0,1,5,False,1,5,False,No,0.8396787936799434,1.0916069986579173,1.0447999802153125
1,1,5,False,1,5,False,No,0.8258930790659639,1.0728120199034887,1.0357663925342862
2,1,5,False,1,5,False,No,0.8354600701166793,1.0910744036920672,1.044545070206196
3,1,5,False,1,5,False,No,0.832787666582014,1.0755362759864682,1.0370806506663155
4,1,5,False,1,5,False,No,0.8860007551035168,1.233876584568198,1.1107999750487025
0,1,5,False,1,5,False,No,0.8239884560117575,1.058306094413567,1.028740051914752
1,1,5,False,1,5,False,No,0.8883959538765914,1.2283143831597532,1.1082934553446362
2,1,5,False,1,5,False,No,0.8558784088822371,1.1123618699692532,1.054685673539398
3,1,5,False,1,5,False,No,0.8719793031373699,1.18039095335654,1.086457985085728
4,1,5,False,1,5,False,No,0.8593622495414873,1.168521983603469,1.0809819534124836
0,1,5,False,1,5,False,No,0.8370079258871975,1.1263387675891456,1.0612910852302235
1,1,5,False,1,5,False,No,0.8113254614205672,1.0388698076600382,1.0192496297080702
2,1,5,False,1,5,False,No,0.8427071402919336,1.1213685104036526,1.0589468874328176
3,1,5,False,1,5,False,No,0.8440979798612213,1.1067753754451106,1.0520339231436935
4,1,5,False,1,5,False,No,0.859893679650364,1.1323995102802191,1.0641426174532336
0,1,5,False,1,5,False,No,0.85704601408016,1.1539639815313878,1.0742271554617244
1,1,5,False,1,5,False,No,0.859968412916278,1.1456136270809505,1.070333418650913
2,1,5,False,1,5,False,No,0.8286628273633946,1.2605795105005486,1.1227553208515864
3,1,5,False,1,5,False,No,0.8394221542394229,1.1046312247937338,1.0510143789662127
4,1,5,False,1,5,False,No,0.8142263913041652,0.9992020721650189,0.9996009564646379
0,1,5,False,1,5,False,No,0.8076419205184096,1.0483760984458086,1.0239023871667692
1,1,5,False,1,5,False,No,0.8120559825541119,1.0479315236220144,1.0236852659006157
2,1,5,False,1,5,False,No,0.8635004403088533,1.1629567252949742,1.0784047131272072
3,1,5,False,1,5,False,No,0.8636170650859493,1.1722605760891653,1.0827098300510463
4,1,5,False,1,5,False,No,0.8418306318478685,1.0980325730207734,1.047870494393641
0,1,5,False,1,5,False,No,0.7986250225206377,0.9879344604326352,0.9939489224465387
1,1,5,False,1,5,False,No,0.8100100667648914,1.0240185559361037,1.011938019809565
2,1,5,False,1,5,False,No,0.8403732385271581,1.123665354839532,1.0600308273062307
3,1,5,False,1,5,False,No,0.8027877477681468,1.0110211338395803,1.005495466841885
4,1,5,False,1,5,False,No,0.8412931343226681,1.1239440793206057,1.060162289142849
0,1,5,False,1,5,False,No,0.8420915630129504,1.098689071985671,1.0481837014501185
1,1,5,False,1,5,False,No,0.834529876089543,1.1093950334156275,1.053278231720198
2,1,5,False,1,5,False,No,0.8105272051557709,1.0304220434855806,1.0150970611156258
3,1,5,False,1,5,False,No,0.8339770088258359,1.1106412443663203,1.053869652455331
4,1,5,False,1,5,False,No,0.8445128711362687,1.1035874944276791,1.0505177268507557
0,1,5,False,1,5,False,No,0.8027355251455549,1.0350081828334525,1.0173535191040786
1,1,5,False,1,5,False,No,0.8092445231334755,1.0361525648438163,1.017915794574294
2,1,5,False,1,5,False,No,0.7953992751726657,0.9616910466068803,0.9806584760286735
3,1,5,False,1,5,False,No,0.8283185166077589,1.0860101739723036,1.0421181190116136
