iter,max_vertex_scale,max_vertex_moment,centered_vertex_features,pca,MAE,MSE,RMSE
2,3,5,False,No,0.8316629299647961,1.073835051687308,1.0362601274232779
2,3,5,False,Yes,0.8316629299647961,1.073835051687308,1.0362601274232779
3,3,5,False,No,0.8102564900401219,1.0294564738123206,1.0146213450407597
3,3,5,False,Yes,0.8102564900401219,1.0294564738123206,1.0146213450407597
4,3,5,False,No,0.8097092204429888,1.026583469134407,1.013204554438247
4,3,5,False,Yes,0.8097092204429888,1.026583469134407,1.013204554438247
5,3,5,False,No,0.8203077232501387,1.0642433439596248,1.031621705839706
5,3,5,False,Yes,0.8203077232501387,1.0642433439596248,1.031621705839706
6,3,5,False,No,0.8182816647747866,1.0466038106891564,1.023036563710778
6,3,5,False,Yes,0.8182816647747866,1.0466038106891564,1.023036563710778
7,3,5,False,No,1.162308143387025,42.372270008711105,6.509398590400737
7,3,5,False,Yes,1.162308143387025,42.372270008711105,6.509398590400737
8,3,5,False,No,0.8027356795703647,1.032758634865356,1.0162473295735424
8,3,5,False,Yes,0.8027356795703647,1.032758634865356,1.0162473295735424
9,3,5,False,No,0.820251946436876,1.0533299729019778,1.0263186507620223
9,3,5,False,Yes,0.820251946436876,1.0533299729019778,1.0263186507620223
10,3,5,False,No,0.8182104274485013,1.042648417454394,1.0211015705865867
10,3,5,False,Yes,0.8182104274485013,1.042648417454394,1.0211015705865867
11,3,5,False,No,0.834225468910867,1.10726686393489,1.0522674868753144
11,3,5,False,Yes,0.834225468910867,1.10726686393489,1.0522674868753144
12,3,5,False,No,0.8257318069995411,1.0838450195139422,1.0410787768050707
12,3,5,False,Yes,0.8257318069995411,1.0838450195139422,1.0410787768050707
13,3,5,False,No,0.801779887789585,1.0268728149748245,1.013347331853607
13,3,5,False,Yes,0.801779887789585,1.0268728149748245,1.013347331853607
14,3,5,False,No,0.7984785168802444,0.9815092776328453,0.9907115007068634
14,3,5,False,Yes,0.7984785168802444,0.9815092776328453,0.9907115007068634
15,3,5,False,No,0.8170844711768098,1.0601079894060412,1.02961545705474
15,3,5,False,Yes,0.8170844711768098,1.0601079894060412,1.02961545705474
16,3,5,False,No,0.8200072330548899,1.0445410057997473,1.022027888953989
16,3,5,False,Yes,0.8200072330548899,1.0445410057997473,1.022027888953989
17,3,5,False,No,0.8430202147328931,1.1124383132383326,1.054721912751571
17,3,5,False,Yes,0.8430202147328931,1.1124383132383326,1.054721912751571
18,3,5,False,No,0.8231491784821328,1.0847305024059408,1.0415039617812027
18,3,5,False,Yes,0.8231491784821328,1.0847305024059408,1.0415039617812027
19,3,5,False,No,0.8400715115342963,1.1280616162486188,1.0621024509192223
19,3,5,False,Yes,0.8400715115342963,1.1280616162486188,1.0621024509192223
20,3,5,False,No,0.7921221331504077,0.9966501727490794,0.9983236813524357
20,3,5,False,Yes,0.7921221331504077,0.9966501727490794,0.9983236813524357
21,3,5,False,No,0.7980625739586071,1.052064531429447,1.0257019700816836
21,3,5,False,Yes,0.7980625739586071,1.052064531429447,1.0257019700816836
22,3,5,False,No,0.7957440807435272,0.998032995938704,0.9990160138549852
22,3,5,False,Yes,0.7957440807435272,0.998032995938704,0.9990160138549852
23,3,5,False,No,0.7921025687858029,0.9945122015848176,0.9972523259360279
23,3,5,False,Yes,0.7921025687858029,0.9945122015848176,0.9972523259360279
24,3,5,False,No,0.821035452576952,1.052586713286941,1.0259564870339
24,3,5,False,Yes,0.821035452576952,1.052586713286941,1.0259564870339
25,3,5,False,No,0.7832643048198623,0.9731949407191288,0.9865064321732164
25,3,5,False,Yes,0.7832643048198623,0.9731949407191288,0.9865064321732164
26,3,5,False,No,0.8018133361488549,1.032417419829619,1.0160794357871923
26,3,5,False,Yes,0.8018133361488549,1.032417419829619,1.0160794357871923
27,3,5,False,No,0.8155485793609514,1.0131940137929585,1.0065753890260571
27,3,5,False,Yes,0.8155485793609514,1.0131940137929585,1.0065753890260571
28,3,5,False,No,0.7711790860468427,0.9474985472111227,0.9733953704487825
28,3,5,False,Yes,0.7711790860468427,0.9474985472111227,0.9733953704487825
29,3,5,False,No,0.824772568957812,1.0851547253088185,1.0417076006772814
29,3,5,False,Yes,0.824772568957812,1.0851547253088185,1.0417076006772814
30,3,5,False,No,0.793742584728813,0.9834538776664816,0.9916924309817443
30,3,5,False,Yes,0.793742584728813,0.9834538776664816,0.9916924309817443
31,3,5,False,No,0.8225211124108477,1.143418582589215,1.069307524797808
31,3,5,False,Yes,0.8225211124108477,1.143418582589215,1.069307524797808
32,3,5,False,No,0.8389968321286165,1.099112291982215,1.0483855645621103
32,3,5,False,Yes,0.8389968321286165,1.099112291982215,1.0483855645621103
33,3,5,False,No,0.821498834409693,1.0745288739057248,1.0365948455909497
33,3,5,False,Yes,0.821498834409693,1.0745288739057248,1.0365948455909497
34,3,5,False,No,0.8187462377251348,1.0603581612310453,1.0297369378783328
34,3,5,False,Yes,0.8187462377251348,1.0603581612310453,1.0297369378783328
35,3,5,False,No,0.8160629712771001,1.038331110689747,1.0189853338933526
35,3,5,False,Yes,0.8160629712771001,1.038331110689747,1.0189853338933526
36,3,5,False,No,0.80558118214882,1.0217587371483479,1.0108208234639549
36,3,5,False,Yes,0.80558118214882,1.0217587371483479,1.0108208234639549
37,3,5,False,No,0.834299238180437,1.097455343920894,1.0475950285873326
37,3,5,False,Yes,0.834299238180437,1.097455343920894,1.0475950285873326
38,3,5,False,No,0.8046391060126864,1.0195473120867589,1.0097263550520799
38,3,5,False,Yes,0.8046391060126864,1.0195473120867589,1.0097263550520799
39,3,5,False,No,0.8242746813098593,1.0484151899758156,1.0239214764696636
39,3,5,False,Yes,0.8242746813098593,1.0484151899758156,1.0239214764696636
40,3,5,False,No,0.8105427799666818,1.0708605675544707,1.0348239307024507
40,3,5,False,Yes,0.8105427799666818,1.0708605675544707,1.0348239307024507
41,3,5,False,No,0.8306905152112563,1.0940358528427587,1.04596168803774
41,3,5,False,Yes,0.8306905152112563,1.0940358528427587,1.04596168803774
42,3,5,False,No,0.8166755895981881,1.0550918296584768,1.027176630214335
42,3,5,False,Yes,0.8166755895981881,1.0550918296584768,1.027176630214335
43,3,5,False,No,0.820576952931345,1.051477438614202,1.0254157394024153
43,3,5,False,Yes,0.820576952931345,1.051477438614202,1.0254157394024153
44,3,5,False,No,0.811723369053536,1.0278137889499037,1.01381151549482
44,3,5,False,Yes,0.811723369053536,1.0278137889499037,1.01381151549482
45,3,5,False,No,0.7846388899056734,0.9770717289503481,0.9884693869565957
45,3,5,False,Yes,0.7846388899056734,0.9770717289503481,0.9884693869565957
46,3,5,False,No,0.7946475222181058,1.0315959135295105,1.015675102347946
46,3,5,False,Yes,0.7946475222181058,1.0315959135295105,1.015675102347946
47,3,5,False,No,0.7983530733591351,0.990872494098675,0.9954257853294112
47,3,5,False,Yes,0.7983530733591351,0.990872494098675,0.9954257853294112
48,3,5,False,No,0.8389871967442001,1.1147518644368046,1.0558181019649193
48,3,5,False,Yes,0.8389871967442001,1.1147518644368046,1.0558181019649193
49,3,5,False,No,0.83588064830048,1.0732452078431873,1.0359754861207804
49,3,5,False,Yes,0.83588064830048,1.0732452078431873,1.0359754861207804
0,4,1,False,No,0.9141779405173128,1.2845277232498518,1.1333700733872638
1,4,1,False,No,0.9384440654534715,1.340307648668346,1.1577165666381155
2,4,1,False,No,0.924183773054802,1.3407876187140138,1.157923839772726
3,4,1,False,No,0.9285189024585759,1.3008765482508537,1.1405597521615665
4,4,1,False,No,0.8665960463023695,1.1533573561043722,1.07394476399132
5,4,1,False,No,0.888910992640924,1.208732652181928,1.0994237818884618
6,4,1,False,No,0.9125990504705618,1.304167123162568,1.1420013674083618
7,4,1,False,No,0.9261249928920591,1.3036351476108923,1.1417684299414186
8,4,1,False,No,0.9135192522344792,1.2610785422371726,1.122977534164051
9,4,1,False,No,0.8952747829953338,1.2168575085377988,1.1031126454437004
10,4,1,False,No,0.9078476137102947,1.249149767290301,1.1176536884430261
11,4,1,False,No,0.9234627954125844,1.3398245732695193,1.1575079149921694
12,4,1,False,No,0.9214802099172141,1.312575367056701,1.1456768161469888
13,4,1,False,No,0.8908662210111363,1.198938519972613,1.0949605106909623
14,4,1,False,No,0.9383987161368591,1.3479671924560188,1.1610198932214808
15,4,1,False,No,0.9097595553024285,1.2736361739049948,1.1285549051353216
16,4,1,False,No,0.8744692391797346,1.1899041629183504,1.0908272837247657
17,4,1,False,No,0.892885566074961,1.223032686749226,1.1059080824142782
18,4,1,False,No,0.8951391829015737,1.2596131767740752,1.1223248980460494
19,4,1,False,No,0.9101597949343284,1.2744889436984548,1.1289326568482527
20,4,1,False,No,0.9298875223060638,1.3218946950736084,1.149736793824399
21,4,1,False,No,0.9192524450929129,1.2973278375442667,1.1390030015519128
22,4,1,False,No,0.9173582317024306,1.2451671326103388,1.1158705716212516
23,4,1,False,No,0.9237599429355472,1.3262110016713529,1.1516123486969705
24,4,1,False,No,0.9118251844744173,1.2723040126526983,1.1279645440583221
25,4,1,False,No,0.904968060322912,1.2728923633493312,1.1282253158608573
26,4,1,False,No,0.9050045010624053,1.2766705312226587,1.1298984605807103
27,4,1,False,No,0.9044936467037665,1.2705744542103907,1.1271976109850441
28,4,1,False,No,0.910893868899171,1.2603198898945378,1.12263969727359
29,4,1,False,No,0.9149055362983511,1.3186893023596498,1.148341979707983
30,4,1,False,No,0.901554909796778,1.2875597889226884,1.134706917632341
31,4,1,False,No,0.9053183224296609,1.2534978203483031,1.1195971687836224
32,4,1,False,No,0.9265141165743963,1.3110167335968916,1.144996390211293
33,4,1,False,No,0.9194755358974546,1.284313769387215,1.1332756811064177
34,4,1,False,No,0.9112523060013891,1.2656841423382157,1.12502628517658
35,4,1,False,No,0.918545471503687,1.2984671462553383,1.1395030259965695
36,4,1,False,No,0.9075624817500086,1.2437713581883707,1.115244976759981
37,4,1,False,No,0.9055396226366444,1.2430477288021784,1.114920503355364
38,4,1,False,No,0.9292224221378635,1.3191912906173036,1.1485605298012393
39,4,1,False,No,0.9170071441051403,1.251397058217391,1.1186585977041392
40,4,1,False,No,0.9253377447315574,1.3123196981543082,1.145565230859556
41,4,1,False,No,0.9008233096708511,1.2875963845453307,1.1347230431014128
42,4,1,False,No,0.9017305747773651,1.2616151094236938,1.1232164125508912
43,4,1,False,No,0.9467627289662326,1.3809264692943792,1.1751282778039083
44,4,1,False,No,0.9325332724715388,1.3270160277564673,1.1519618169698453
45,4,1,False,No,0.9105313831238352,1.2820164002648606,1.1322616306600082
46,4,1,False,No,0.9137291894330075,1.282265864760692,1.132371787338722
47,4,1,False,No,0.9384165775487894,1.3237255506579046,1.150532724722728
48,4,1,False,No,0.9315029183245864,1.3073122428661286,1.143377559192994
49,4,1,False,No,0.9034769411218118,1.2405609614329443,1.1138047232046309
0,4,2,False,No,0.8544818943334546,1.1214623143446227,1.0589911776519305
1,4,2,False,No,0.8627241257342463,1.1517401522463875,1.0731915729478998
2,4,2,False,No,0.8652627169484501,1.1640574441995448,1.078914938352206
3,4,2,False,No,0.8822855498436021,1.2074953915738733,1.0988609518833006
4,4,2,False,No,0.8403908086448367,1.0910496720495,1.0445332316635503
5,4,2,False,No,0.8302076239857711,1.0946743555332257,1.046266866307648
6,4,2,False,No,0.8365068378666701,1.084171436532546,1.0412355336486294
7,4,2,False,No,0.8445683227130751,1.0995095296528878,1.0485749995364604
8,4,2,False,No,0.8564843501732119,1.1231234383851063,1.0597751829445272
9,4,2,False,No,0.851692120522686,1.147455821015053,1.0711936430986944
10,4,2,False,No,0.8598734946785666,1.1429486592287101,1.0690877696563132
11,4,2,False,No,0.833354486105297,1.1065005044121319,1.0519032771182586
12,4,2,False,No,0.8444824632227818,1.104733562331752,1.0510630629661344
13,4,2,False,No,0.8777912029223902,1.1845525991363446,1.0883715354309595
14,4,2,False,No,0.8617172219831708,1.1594258902352932,1.0767664046743348
15,4,2,False,No,0.8776014861745862,1.215073237810583,1.1023036050973358
16,4,2,False,No,0.8266271699863502,1.0708366877930335,1.0348123925586867
17,4,2,False,No,0.853436620742621,1.1070854891953121,1.0521813005348992
18,4,2,False,No,0.8675179997952402,1.1730718137069391,1.0830843982381702
19,4,2,False,No,0.8512265486616172,1.1325190606014202,1.0641987881037172
20,4,2,False,No,0.8534848226387627,1.1302958010413502,1.063153705275653
21,4,2,False,No,0.855059925337405,1.1181325229955574,1.0574178563820253
22,4,2,False,No,0.8575809470610487,1.1413425814627698,1.0683363615747477
23,4,2,False,No,0.843147553444886,1.1169300015162666,1.0568490911744528
24,4,2,False,No,0.8370454624946186,1.0667932045191648,1.032856817046373
25,4,2,False,No,0.8345856619930094,1.0931374020019993,1.0455321142853524
26,4,2,False,No,0.8695429396275146,1.1760120531034066,1.0844408942415473
27,4,2,False,No,0.8600189786399046,1.1396916448398455,1.0675634149032298
28,4,2,False,No,0.8708947647409131,1.1840665248989402,1.0881482090684798
29,4,2,False,No,0.8880069139709365,1.2140323142932863,1.1018313456665163
30,4,2,False,No,0.8402148541853273,1.0828884027151886,1.0406192400273928
31,4,2,False,No,0.8407195220968071,1.1120235418971827,1.054525268496295
32,4,2,False,No,0.8261504739888389,1.0757089162926154,1.0371638811164876
33,4,2,False,No,0.8408661515051322,1.1045134059243975,1.0509583273966658
34,4,2,False,No,0.8693120365611856,1.18634266254502,1.0891935835952302
35,4,2,False,No,0.8096607550931001,1.022996912772176,1.0114330985152582
36,4,2,False,No,0.8475037388258964,1.0976847312758296,1.0477045057056067
37,4,2,False,No,0.8314977259647258,1.1147441818934791,1.0558144637641025
38,4,2,False,No,0.8686038394967203,1.1772529975408546,1.085012902015849
39,4,2,False,No,0.8381871934626873,1.075765726504338,1.0371912680428514
40,4,2,False,No,0.8565288107167334,1.1682522583657753,1.0808571868502217
41,4,2,False,No,0.8414825143264955,1.1109389087965662,1.0540108674945274
42,4,2,False,No,0.8774853510141035,1.193545184255601,1.092494935574349
43,4,2,False,No,0.8684685366609058,1.1748870560588571,1.0839220710267214
44,4,2,False,No,0.8359822305733545,1.091928521716216,1.0449538371221074
45,4,2,False,No,0.8581539768386239,1.1378492473467017,1.0667001675010188
46,4,2,False,No,0.8637857375787608,1.174446634224946,1.083718890776084
47,4,2,False,No,0.8262771396176882,1.0733141337006478,1.036008751749061
48,4,2,False,No,0.8389979890622306,1.0698900098565174,1.034354876169933
49,4,2,False,No,0.8472369828048806,1.1234690065237283,1.0599382088233862
0,4,3,False,No,0.8161724274140967,1.0762402898043213,1.0374200160997094
0,4,3,False,Yes,0.8161724274140967,1.0762402898043213,1.0374200160997094
1,4,3,False,No,0.8307538716568582,1.0681062667181638,1.033492267372216
1,4,3,False,Yes,0.8307538716568582,1.0681062667181638,1.033492267372216
2,4,3,False,No,0.7856748895543286,0.9827777272078163,0.9913514650253039
2,4,3,False,Yes,0.7856748895543286,0.9827777272078163,0.9913514650253039
3,4,3,False,No,0.8221512670336935,1.0488621046078992,1.024139689987601
3,4,3,False,Yes,0.8221512670336935,1.0488621046078992,1.024139689987601
4,4,3,False,No,0.8127246160053225,1.0312351557349462,1.0154974917423214
4,4,3,False,Yes,0.8127246160053225,1.0312351557349462,1.0154974917423214
5,4,3,False,No,0.8314177535760066,1.084582487687222,1.0414329011929775
5,4,3,False,Yes,0.8314177535760066,1.084582487687222,1.0414329011929775
6,4,3,False,No,0.7908162883421583,0.9851476885238636,0.99254606367859
6,4,3,False,Yes,0.7908162883421583,0.9851476885238636,0.99254606367859
7,4,3,False,No,0.7946482058923917,0.9920829664275975,0.9960336171172123
7,4,3,False,Yes,0.7946482058923917,0.9920829664275975,0.9960336171172123
8,4,3,False,No,0.7878402871521408,0.9956983479077542,0.9978468559392039
8,4,3,False,Yes,0.7878402871521408,0.9956983479077542,0.9978468559392039
9,4,3,False,No,0.8015215395485117,1.0373894556867578,1.018523173858483
9,4,3,False,Yes,0.8015215395485117,1.0373894556867578,1.018523173858483
10,4,3,False,No,0.8018177545388899,0.9999870349472032,0.9999935174525899
10,4,3,False,Yes,0.8018177545388899,0.9999870349472032,0.9999935174525899
11,4,3,False,No,0.8275258208683259,1.0556666467863747,1.0274563965377677
11,4,3,False,Yes,0.8275258208683259,1.0556666467863747,1.0274563965377677
12,4,3,False,No,0.7915192073597682,0.9854760419985663,0.992711459588619
12,4,3,False,Yes,0.7915192073597682,0.9854760419985663,0.992711459588619
13,4,3,False,No,0.8144350301993855,1.0587016387725738,1.02893228094592
13,4,3,False,Yes,0.8144350301993855,1.0587016387725738,1.02893228094592
14,4,3,False,No,0.819649268133474,1.0650269541748623,1.0320014312852779
14,4,3,False,Yes,0.819649268133474,1.0650269541748623,1.0320014312852779
15,4,3,False,No,0.8091254691396188,1.0221794394117205,1.0110289013731113
15,4,3,False,Yes,0.8091254691396188,1.0221794394117205,1.0110289013731113
16,4,3,False,No,0.8088499279249477,1.0255412945941378,1.0126901276274682
16,4,3,False,Yes,0.8088499279249477,1.0255412945941378,1.0126901276274682
17,4,3,False,No,0.8179725437849396,1.0604818249668122,1.0297969824032367
17,4,3,False,Yes,0.8179725437849396,1.0604818249668122,1.0297969824032367
18,4,3,False,No,0.8231792266587897,1.0596803941201771,1.0294077880607748
18,4,3,False,Yes,0.8231792266587897,1.0596803941201771,1.0294077880607748
19,4,3,False,No,0.8064344100928768,1.0201995028658832,1.0100492576433504
19,4,3,False,Yes,0.8064344100928768,1.0201995028658832,1.0100492576433504
20,4,3,False,No,0.8012794155203065,1.0469970776114041,1.023228751360811
20,4,3,False,Yes,0.8012794155203065,1.0469970776114041,1.023228751360811
21,4,3,False,No,0.8076466926832838,1.0409392625220066,1.0202643101285112
21,4,3,False,Yes,0.8076466926832838,1.0409392625220066,1.0202643101285112
22,4,3,False,No,0.8018735224877592,1.0139799920604198,1.0069657352961021
22,4,3,False,Yes,0.8018735224877592,1.0139799920604198,1.0069657352961021
23,4,3,False,No,0.8247615619287086,1.0661681599338961,1.0325541922504098
23,4,3,False,Yes,0.8247615619287086,1.0661681599338961,1.0325541922504098
24,4,3,False,No,0.8099840021752446,1.0173824652631078,1.0086537886029616
24,4,3,False,Yes,0.8099840021752446,1.0173824652631078,1.0086537886029616
25,4,3,False,No,0.8104129681226513,1.0530831021942582,1.0261983737047424
25,4,3,False,Yes,0.8104129681226513,1.0530831021942582,1.0261983737047424
26,4,3,False,No,0.8286396485672837,1.081009440554138,1.0397160384230582
26,4,3,False,Yes,0.8286396485672837,1.081009440554138,1.0397160384230582
27,4,3,False,No,0.8223639279867198,1.0931091536420636,1.0455186051152143
27,4,3,False,Yes,0.8223639279867198,1.0931091536420636,1.0455186051152143
28,4,3,False,No,0.8088610227659273,1.0521140053287674,1.0257260868910216
28,4,3,False,Yes,0.8088610227659273,1.0521140053287674,1.0257260868910216
29,4,3,False,No,0.8205499191641361,1.0599201058566685,1.0295242133416136
29,4,3,False,Yes,0.8205499191641361,1.0599201058566685,1.0295242133416136
30,4,3,False,No,0.7946554300206846,0.9926166101103239,0.9963014654763506
30,4,3,False,Yes,0.7946554300206846,0.9926166101103239,0.9963014654763506
31,4,3,False,No,0.7921872440790496,1.011839764849292,1.0059024628905588
31,4,3,False,Yes,0.7921872440790496,1.011839764849292,1.0059024628905588
32,4,3,False,No,0.8001533927369036,1.0281444729423013,1.0139745918622918
32,4,3,False,Yes,0.8001533927369036,1.0281444729423013,1.0139745918622918
33,4,3,False,No,0.803197459900103,1.0075520033842236,1.0037688993908027
33,4,3,False,Yes,0.803197459900103,1.0075520033842236,1.0037688993908027
34,4,3,False,No,0.8189305276703366,1.065355282577671,1.0321604926452432
34,4,3,False,Yes,0.8189305276703366,1.065355282577671,1.0321604926452432
35,4,3,False,No,0.7751452279598198,0.9676433080538731,0.9836886235256933
35,4,3,False,Yes,0.7751452279598198,0.9676433080538731,0.9836886235256933
36,4,3,False,No,0.8334747494076962,1.08807606744772,1.0431088473633612
36,4,3,False,Yes,0.8334747494076962,1.08807606744772,1.0431088473633612
37,4,3,False,No,0.8013599773207736,1.0084716864160153,1.0042269098246746
37,4,3,False,Yes,0.8013599773207736,1.0084716864160153,1.0042269098246746
38,4,3,False,No,0.818770783407734,1.07545656234002,1.0370422182052281
38,4,3,False,Yes,0.818770783407734,1.07545656234002,1.0370422182052281
39,4,3,False,No,0.7801998883174703,0.9551309839706877,0.9773080292163202
39,4,3,False,Yes,0.7801998883174703,0.9551309839706877,0.9773080292163202
40,4,3,False,No,0.8147791535936095,1.0514410788161108,1.0253980099532625
40,4,3,False,Yes,0.8147791535936095,1.0514410788161108,1.0253980099532625
41,4,3,False,No,0.8107527281521735,1.041399016964227,1.0204895966957366
41,4,3,False,Yes,0.8107527281521735,1.041399016964227,1.0204895966957366
42,4,3,False,No,0.801313178541989,1.0233264021050088,1.01159596781769
42,4,3,False,Yes,0.801313178541989,1.0233264021050088,1.01159596781769
43,4,3,False,No,0.7785135792756039,0.9304888370961621,0.9646184930303597
43,4,3,False,Yes,0.7785135792756039,0.9304888370961621,0.9646184930303597
44,4,3,False,No,0.811493702720023,1.0531604080582115,1.0262360391538643
44,4,3,False,Yes,0.811493702720023,1.0531604080582115,1.0262360391538643
45,4,3,False,No,0.8160864267797632,1.0414982996786477,1.020538240184388
45,4,3,False,Yes,0.8160864267797632,1.0414982996786477,1.020538240184388
46,4,3,False,No,0.8396380822717926,1.0795490865233857,1.0390135160446112
46,4,3,False,Yes,0.8396380822717926,1.0795490865233857,1.0390135160446112
47,4,3,False,No,0.8372665698918732,1.0908567618138714,1.0444408847866267
47,4,3,False,Yes,0.8372665698918732,1.0908567618138714,1.0444408847866267
48,4,3,False,No,0.8133368854149676,1.0261011325570117,1.0129665012017977
48,4,3,False,Yes,0.8133368854149676,1.0261011325570117,1.0129665012017977
49,4,3,False,No,0.8100702710797992,1.0453511183214628,1.0224241381743013
49,4,3,False,Yes,0.8100702710797992,1.0453511183214628,1.0224241381743013
0,4,4,False,No,0.7950950139876314,0.9953744623209068,0.9976845505072767
0,4,4,False,Yes,0.7950950139876314,0.9953744623209068,0.9976845505072767
1,4,4,False,No,0.7938281566880825,0.9788461617149551,0.9893665456821122
1,4,4,False,Yes,0.7938281566880825,0.9788461617149551,0.9893665456821122
2,4,4,False,No,0.8081455269347466,1.0367759907044694,1.0182219751628174
2,4,4,False,Yes,0.8081455269347466,1.0367759907044694,1.0182219751628174
3,4,4,False,No,0.7902854229826919,0.9940135744448673,0.9970022941021085
3,4,4,False,Yes,0.7902854229826919,0.9940135744448673,0.9970022941021085
4,4,4,False,No,0.8023252109686992,1.0399531972150817,1.0197809555071529
4,4,4,False,Yes,0.8023252109686992,1.0399531972150817,1.0197809555071529
5,4,4,False,No,0.8204402181521289,1.0522626292169739,1.025798532469692
5,4,4,False,Yes,0.8204402181521289,1.0522626292169739,1.025798532469692
6,4,4,False,No,0.8089681986999638,1.0436072562936711,1.021570974672671
6,4,4,False,Yes,0.8089681986999638,1.0436072562936711,1.021570974672671
7,4,4,False,No,0.8178216882484425,1.0518550938266398,1.0255998702352882
7,4,4,False,Yes,0.8178216882484425,1.0518550938266398,1.0255998702352882
8,4,4,False,No,0.7946309821921862,1.0022129975604694,1.001105887286889
8,4,4,False,Yes,0.7946309821921862,1.0022129975604694,1.001105887286889
9,4,4,False,No,0.8069604948841712,1.0169971744994837,1.008462777944473
9,4,4,False,Yes,0.8069604948841712,1.0169971744994837,1.008462777944473
10,4,4,False,No,0.7790489202349995,0.9610192321426989,0.9803158838571876
10,4,4,False,Yes,0.7790489202349995,0.9610192321426989,0.9803158838571876
11,4,4,False,No,0.7646802815979475,0.9368381028080367,0.9679039739602461
11,4,4,False,Yes,0.7646802815979475,0.9368381028080367,0.9679039739602461
12,4,4,False,No,0.8017167051451461,1.0152611861219663,1.0076017001384854
12,4,4,False,Yes,0.8017167051451461,1.0152611861219663,1.0076017001384854
13,4,4,False,No,0.8038399920115056,1.0281575960544433,1.0139810629663866
13,4,4,False,Yes,0.8038399920115056,1.0281575960544433,1.0139810629663866
14,4,4,False,No,0.7689800538069145,0.9381799304146563,0.9685968874690112
14,4,4,False,Yes,0.7689800538069145,0.9381799304146563,0.9685968874690112
15,4,4,False,No,0.7953505938000931,1.0073172638938446,1.003651963528117
15,4,4,False,Yes,0.7953505938000931,1.0073172638938446,1.003651963528117
16,4,4,False,No,0.7822625872865453,0.9782026322307978,0.9890412692253028
16,4,4,False,Yes,0.7822625872865453,0.9782026322307978,0.9890412692253028
17,4,4,False,No,0.8133965599841187,1.04426745772347,1.0218940540601409
17,4,4,False,Yes,0.8133965599841187,1.04426745772347,1.0218940540601409
18,4,4,False,No,0.8076235290185837,1.026336289003641,1.0130825677128399
18,4,4,False,Yes,0.8076235290185837,1.026336289003641,1.0130825677128399
19,4,4,False,No,0.8437573149846156,1.140942788142338,1.0681492349584574
19,4,4,False,Yes,0.8437573149846156,1.140942788142338,1.0681492349584574
20,4,4,False,No,0.796481198317583,1.0088844215263215,1.0044323877326544
20,4,4,False,Yes,0.796481198317583,1.0088844215263215,1.0044323877326544
21,4,4,False,No,0.8208863419201197,1.0236453274829105,1.011753590298997
21,4,4,False,Yes,0.8208863419201197,1.0236453274829105,1.011753590298997
22,4,4,False,No,0.8156654878781514,1.0565524644695135,1.0278873792733878
22,4,4,False,Yes,0.8156654878781514,1.0565524644695135,1.0278873792733878
23,4,4,False,No,0.8035515929059024,1.0481545657001947,1.0237942008529815
23,4,4,False,Yes,0.8035515929059024,1.0481545657001947,1.0237942008529815
24,4,4,False,No,0.7933241201455797,0.9924430775231167,0.9962143732767144
24,4,4,False,Yes,0.7933241201455797,0.9924430775231167,0.9962143732767144
25,4,4,False,No,0.8023753607220423,0.9987149592461658,0.9993572730741322
25,4,4,False,Yes,0.8023753607220423,0.9987149592461658,0.9993572730741322
26,4,4,False,No,0.8067851006388491,1.0314812452399897,1.0156186514829224
26,4,4,False,Yes,0.8067851006388491,1.0314812452399897,1.0156186514829224
27,4,4,False,No,0.8085693492880367,1.0529446488777232,1.026130912153865
27,4,4,False,Yes,0.8085693492880367,1.0529446488777232,1.026130912153865
28,4,4,False,No,0.7987011331477747,1.00656748813102,1.0032783702098935
28,4,4,False,Yes,0.7987011331477747,1.00656748813102,1.0032783702098935
29,4,4,False,No,0.8116501521340775,1.0401669853453859,1.0198857707338533
29,4,4,False,Yes,0.8116501521340775,1.0401669853453859,1.0198857707338533
30,4,4,False,No,0.8254459735316457,1.0858274080109136,1.0420304256646797
30,4,4,False,Yes,0.8254459735316457,1.0858274080109136,1.0420304256646797
31,4,4,False,No,0.8129867608971028,1.077812508403538,1.0381774936895607
31,4,4,False,Yes,0.8129867608971028,1.077812508403538,1.0381774936895607
32,4,4,False,No,0.829734008546228,1.0744602036917703,1.0365617220849757
32,4,4,False,Yes,0.829734008546228,1.0744602036917703,1.0365617220849757
33,4,4,False,No,0.7999908412810639,0.999984230858317,0.999992115398075
33,4,4,False,Yes,0.7999908412810639,0.999984230858317,0.999992115398075
34,4,4,False,No,0.8041514587892326,1.0158698228199041,1.0079036773521088
34,4,4,False,Yes,0.8041514587892326,1.0158698228199041,1.0079036773521088
35,4,4,False,No,0.8061860384887386,1.027356996570114,1.013586205791157
35,4,4,False,Yes,0.8061860384887386,1.027356996570114,1.013586205791157
36,4,4,False,No,0.8027325130039897,1.041708320312131,1.020641131991128
36,4,4,False,Yes,0.8027325130039897,1.041708320312131,1.020641131991128
37,4,4,False,No,0.808976576536967,1.0454057050037548,1.0224508325605466
37,4,4,False,Yes,0.808976576536967,1.0454057050037548,1.0224508325605466
38,4,4,False,No,0.7865284754983064,1.0082304514007872,1.0041067928267327
38,4,4,False,Yes,0.7865284754983064,1.0082304514007872,1.0041067928267327
39,4,4,False,No,0.814294744124463,1.0364467687568186,1.018060297210739
