iter,max_vertex_scale,max_vertex_moment,centered_vertex_features,pca,MAE,MSE,RMSE
24,2,3,False,No,0.8234506738605318,1.0780692481072307,1.0383011355609848
25,2,3,False,No,0.8237496737664332,1.0675018827691845,1.0331998271240586
26,2,3,False,No,0.85100967679295,1.1241318699707958,1.0602508523791885
27,2,3,False,No,0.853723136202185,1.1455789549113204,1.0703172216269905
28,2,3,False,No,0.8887375077995624,1.2381603090851485,1.1127265203477217
29,2,3,False,No,0.8310702510673519,1.082135229928102,1.0402572902547245
30,2,3,False,No,0.8332608161497367,1.1032184985175506,1.050342086425918
31,2,3,False,No,0.8282120878834442,1.0714946683246662,1.0351302663552382
32,2,3,False,No,0.8448596756633003,1.1193604757269449,1.0579983344632187
33,2,3,False,No,0.8192909943810995,1.0725053077317346,1.0356183214542578
34,2,3,False,No,0.8457531344187998,1.1969995848794757,1.0940747620155926
35,2,3,False,No,0.8565155411636078,1.129754233339001,1.0628989760739262
36,2,3,False,No,0.8389490725363724,1.1133596061997413,1.0551585692206367
37,2,3,False,No,0.8467969692804418,1.1055131123801525,1.0514338364253608
38,2,3,False,No,0.8151420039744889,1.0597300528290114,1.0294319078156706
39,2,3,False,No,0.8561078271745269,1.1449585201165082,1.0700273454994074
40,2,3,False,No,0.8285428110676092,1.0916549819167578,1.0448229428552753
41,2,3,False,No,0.8887236157346146,1.2036022531125274,1.0970880790130424
42,2,3,False,No,0.8311517234829487,1.0903974944937973,1.0442209988760986
43,2,3,False,No,0.8440000910786001,1.1316592039087356,1.0637947188761259
44,2,3,False,No,0.8301879369396908,1.0955355852078779,1.0466783580488697
45,2,3,False,No,0.8247959246273416,1.0590773765035268,1.029114850978027
46,2,3,False,No,0.8748323335303746,1.1766793031460328,1.0847484976463588
47,2,3,False,No,0.8475745981348155,1.11190701734247,1.0544700172799937
48,2,3,False,No,0.8258397007484841,1.0708708802674116,1.0348289135250386
49,2,3,False,No,0.820985389705619,1.089085826947426,1.0435927495663364
0,2,4,False,No,0.8524057331788737,1.111410734230451,1.0542346675339656
1,2,4,False,No,0.837267999234527,1.0861006268156133,1.042161516664098
2,2,4,False,No,0.826043149879984,1.0794692285825465,1.038975085640915
3,2,4,False,No,0.8319695846944538,1.0602041507158158,1.0296621536775137
4,2,4,False,No,0.8687486259685137,1.1837852879465214,1.088018974074681
5,2,4,False,No,0.8318779082823812,1.1007694842033668,1.0491756212395362
6,2,4,False,No,0.8117468120452725,1.0495276019216329,1.0244645440041509
7,2,4,False,No,0.8673825448710042,1.182043575621241,1.0872182741387495
8,2,4,False,No,0.8446413889703156,1.1254815155394409,1.0608871360985772
9,2,4,False,No,0.8324640272579326,1.058937338752823,1.029046810768501
10,2,4,False,No,0.8360726018123146,1.0907070446112872,1.04436920895404
11,2,4,False,No,0.8527614278226915,1.1469468194335362,1.0709560305790038
12,2,4,False,No,0.8231696368884257,1.0816070603813088,1.0400033944085514
13,2,4,False,No,0.8639567359575656,1.1859172914982945,1.0889982972889785
14,2,4,False,No,0.8179069846591672,1.0490490407321913,1.02423095087592
15,2,4,False,No,0.8399881257018513,1.0963596372799398,1.0470719351028084
16,2,4,False,No,0.8598051575260521,1.1453342483798326,1.0702029005659779
17,2,4,False,No,0.8715922741156724,1.1886056735988808,1.0902319356902368
18,2,4,False,No,0.8404268399086663,1.1176844572182767,1.0572059672638425
19,2,4,False,No,0.8120858104243596,1.053712243439857,1.026504867713669
20,2,4,False,No,0.8186878416567186,1.06720174205329,1.033054568768412
21,2,4,False,No,0.8272688556431467,1.0283979581014173,1.014099579973001
22,2,4,False,No,0.8481981865074966,1.1252058504044367,1.0607572061524901
23,2,4,False,No,0.8523281117836035,1.1520294853791144,1.073326364802018
24,2,4,False,No,0.8457153839364301,1.1065246815426166,1.0519147691436872
25,2,4,False,No,0.8426142059460409,1.1009026876704362,1.0492390993812784
26,2,4,False,No,0.8313927686369836,1.0823323918211554,1.040352051865692
27,2,4,False,No,0.8396726253726895,1.124906249137082,1.0606159762784464
28,2,4,False,No,0.8446423365871442,1.1092825179619923,1.053224818337468
29,2,4,False,No,0.8525353147002368,1.139750873574281,1.067591154690915
30,2,4,False,No,0.8511911578957919,1.1279680089893538,1.0620583830417958
31,2,4,False,No,0.8239196779984942,1.058961510863362,1.0290585556047636
32,2,4,False,No,0.827638028786267,1.0554883093421634,1.0273696069780163
33,2,4,False,No,0.8246076233869053,1.0677252563392379,1.0333079194215236
34,2,4,False,No,0.8500348170294931,1.1309955685848578,1.063482754248915
35,2,4,False,No,0.8397018070008825,1.1142504007888563,1.055580598906998
36,2,4,False,No,0.8422169548467741,1.1119393290939583,1.0544853384917015
37,2,4,False,No,0.8649995149413832,1.1575401746184488,1.075890410134066
38,2,4,False,No,0.8259404510321162,1.0514956917211284,1.025424639708413
39,2,4,False,No,0.8286324231920714,1.0689552697724518,1.0339029305367364
40,2,4,False,No,0.8407626930620026,1.0937297752191073,1.0458153638281986
41,2,4,False,No,0.8412895213453276,1.10549207772201,1.0514238335333712
42,2,4,False,No,0.8287747164063265,1.0847073489457992,1.0414928463248316
43,2,4,False,No,0.8207335629845423,1.068329121528865,1.0336000781389605
44,2,4,False,No,0.8448083408838761,1.0768754826568796,1.0377261115809313
45,2,4,False,No,0.8302451928626949,1.0619130317370646,1.030491645641567
46,2,4,False,No,0.8253566217139473,1.051368877121253,1.025362802680716
47,2,4,False,No,0.8238303365313071,1.0642945915813435,1.0316465439196427
48,2,4,False,No,0.8385977504289354,1.1111618650024588,1.0541166277990586
49,2,4,False,No,0.8100551788858374,1.0333113986465725,1.0165192564071635
0,2,5,False,No,0.8304840455861798,1.0799909056186818,1.0392261089958632
1,2,5,False,No,0.833772477547261,1.0791215085479495,1.0388077341587083
2,2,5,False,No,0.8113642636050088,1.0378171330959123,1.0187331019928194
3,2,5,False,No,0.8279049182865895,1.0649078472251654,1.0319437228963435
4,2,5,False,No,0.853257895145346,1.1550960870420788,1.0747539658182605
5,2,5,False,No,0.8525228775689618,1.134437107245203,1.0650995762111648
6,2,5,False,No,0.830458742382099,1.0879450124340257,1.0430460260381733
7,2,5,False,No,0.8185868304868767,1.0338144611142495,1.016766669946576
8,2,5,False,No,0.8968213078453855,1.2432553510667013,1.1150136102607453
9,2,5,False,No,0.8150884253305914,1.0430969677206685,1.0213211873454249
10,2,5,False,No,0.8307869121673372,1.1187646624802048,1.0577167212823124
11,2,5,False,No,0.8362501442214445,1.0918006642325768,1.0448926567990497
12,2,5,False,No,0.8420182067544935,1.0916972503478715,1.044843170216407
13,2,5,False,No,0.8499753659848558,1.1211907438520023,1.0588629485688894
14,2,5,False,No,0.8114837148965947,1.0446937761514816,1.0221026250585024
15,2,5,False,No,0.8167703635151237,1.027471490342654,1.0136426837612227
16,2,5,False,No,0.8869817274518633,1.215124365723492,1.1023267962466903
17,2,5,False,No,0.8173996383930848,1.0593319839870052,1.0292385457157176
18,2,5,False,No,0.8334397919025368,1.0817309034727622,1.0400629324578212
19,2,5,False,No,0.812298449521443,1.038327783140931,1.0189837011164267
20,2,5,False,No,0.8572659931878298,1.1382424534243663,1.0668844611411146
21,2,5,False,No,0.8374490619080468,1.117064997860349,1.0569129566148525
22,2,5,False,No,0.8219454017704789,1.0494642141199393,1.0244336064967505
23,2,5,False,No,0.83452187327167,1.0888730346546263,1.043490792798205
24,2,5,False,No,0.8557115753258582,1.1692169618826578,1.0813033625595816
25,2,5,False,No,0.8517889610059414,1.0944433842049806,1.0461564817009836
26,2,5,False,No,0.8341752142923254,1.1066125413351182,1.051956530154701
27,2,5,False,No,0.8503386912049774,1.141533928196262,1.0684259114212187
28,2,5,False,No,0.8422813000808015,1.073278836185842,1.0359917162727905
29,2,5,False,No,0.8431652058418531,1.149632542375411,1.0722091877872577
30,2,5,False,No,0.8281711021374574,1.0732460172031257,1.0359758767476808
31,2,5,False,No,0.8214145152388004,1.072448337062733,1.0355908154588533
32,2,5,False,No,0.8526378859528506,1.141616639966472,1.0684646180227364
33,2,5,False,No,0.8237301132067893,1.0920427673020685,1.0450085010668901
34,2,5,False,No,0.8356806567938877,1.0994638555701712,1.0485532201896912
35,2,5,False,No,0.8426919724645501,1.1179368285859501,1.057325318237462
36,2,5,False,No,0.8072874917234982,1.0168282043685282,1.0083789983773601
37,2,5,False,No,0.8060942235613835,1.0267822026828461,1.0133026214724041
38,2,5,False,No,0.846702825880006,1.1259254560395189,1.0610963462567944
39,2,5,False,No,0.8537493007755763,1.1290032239001817,1.0625456337965828
40,2,5,False,No,0.8269992381454655,1.0510104667238613,1.0251880153044424
41,2,5,False,No,0.8234350836228512,1.0879755884253608,1.0430606830023652
42,2,5,False,No,0.8357221520469181,1.0882439755053843,1.043189328696083
43,2,5,False,No,0.8117002891211919,1.0421780053412637,1.02087119919276
44,2,5,False,No,0.819971824904793,1.0587625348660377,1.0289618724063772
45,2,5,False,No,0.8568986733078825,1.1401935795557663,1.0677984732878045
46,2,5,False,No,0.8222005260945014,1.084076649438445,1.0411900160097796
47,2,5,False,No,0.8174564643926217,1.041461241279902,1.0205200837219726
48,2,5,False,No,0.8361683636706726,1.1058655197072291,1.0516014072390876
49,2,5,False,No,0.8301499029150483,1.0770611499031764,1.0378155664197644
0,3,1,False,No,0.9151908558727473,1.3253698654263644,1.1512470913867119
1,3,1,False,No,0.9127568230977583,1.2857862883851865,1.1339251687766643
2,3,1,False,No,0.9118954426989304,1.2981541899726303,1.1393656963295982
3,3,1,False,No,0.9196166632663964,1.3047975502665343,1.1422773526016063
4,3,1,False,No,0.9370732692599597,1.3533172350880378,1.1633216387087613
5,3,1,False,No,0.9275671986838131,1.3142695468420078,1.1464159571647665
6,3,1,False,No,0.9217310712902796,1.2735641418722587,1.1285229912909434
7,3,1,False,No,0.9119752304044139,1.3236529802661716,1.1505011865557426
8,3,1,False,No,0.9584912810028146,1.4265352248495873,1.1943765004593767
9,3,1,False,No,0.9162243225992358,1.283789335845921,1.1330442779723664
10,3,1,False,No,0.9095828499783624,1.2880671663385401,1.1349304676228145
11,3,1,False,No,0.9256614848828443,1.3485555436799248,1.1612732424713508
12,3,1,False,No,0.8954032981833412,1.2476157644993524,1.1169672172894567
13,3,1,False,No,0.9146312483196917,1.2717546209916184,1.1277209854355015
14,3,1,False,No,0.9093777065761967,1.2698355334943954,1.1268697943837147
15,3,1,False,No,0.9317829805101826,1.3233065763103622,1.1503506318989711
16,3,1,False,No,0.9251839644847275,1.3036377399791184,1.1417695651834123
17,3,1,False,No,0.9237302129098311,1.3105455429293416,1.144790610954397
18,3,1,False,No,0.9325886477651397,1.3697282591577427,1.1703539033804018
19,3,1,False,No,0.9058628804749177,1.2797847836948755,1.1312757328321312
20,3,1,False,No,0.8980582775594134,1.2410068160576035,1.1140048545933736
21,3,1,False,No,0.9234240337768183,1.325987514804463,1.151515312448976
22,3,1,False,No,0.9343299700589496,1.3293034302505564,1.1529542186273298
23,3,1,False,No,0.8815723241371863,1.22187980422031,1.10538672156866
24,3,1,False,No,0.915161342180016,1.261131141534022,1.1230009534875838
25,3,1,False,No,0.9061706296166931,1.2526859492124727,1.119234537178188
26,3,1,False,No,0.9142397772317716,1.3047101755815647,1.1422391061338972
27,3,1,False,No,0.9061653463830559,1.2685026159065425,1.126278214255493
28,3,1,False,No,0.912491847994308,1.3125956709689905,1.1456856772121184
29,3,1,False,No,0.9119320661009481,1.288275535051036,1.1350222619186974
30,3,1,False,No,0.9168313562734047,1.2793414272667716,1.1310797616732304
31,3,1,False,No,0.9275816695175334,1.3386912669633122,1.1570182656135175
32,3,1,False,No,0.9603444074464733,1.4255989934219702,1.1939845030074596
33,3,1,False,No,0.9229794492592495,1.3323779211023172,1.1542867586099725
34,3,1,False,No,0.9301451314586046,1.3277718711662132,1.1522898381771025
35,3,1,False,No,0.9047192830301731,1.2638058712540716,1.1241912076039697
36,3,1,False,No,0.9134452616404739,1.2799955177381748,1.1313688689981596
37,3,1,False,No,0.9114055450133629,1.2953081860081725,1.1381160687768943
38,3,1,False,No,0.9240231393705217,1.3064011673026925,1.142979075618925
39,3,1,False,No,0.9610755173049536,1.4288151098411885,1.1953305441764586
40,3,1,False,No,0.9367347999288888,1.3321958418365683,1.154207885017499
41,3,1,False,No,0.9322803310652432,1.3432080941091953,1.1589685475064435
42,3,1,False,No,0.9413961476086843,1.3486813909699655,1.1613274262540971
43,3,1,False,No,0.9193187773650738,1.3047810241791051,1.142270118745608
44,3,1,False,No,0.9045602196737939,1.2572984699423109,1.121293213188375
45,3,1,False,No,0.9101483234812303,1.2705485453013883,1.1271861183058405
46,3,1,False,No,0.9539366744984927,1.3751692355740393,1.172676100026789
47,3,1,False,No,0.8970327143322366,1.235121543475424,1.111360222194147
48,3,1,False,No,0.9320208226672954,1.3081076859563743,1.143725354250912
49,3,1,False,No,0.9310503134573676,1.335505068955692,1.1556405448735745
0,3,2,False,No,0.8758756081231494,1.1697765123582389,1.0815620705064684
1,3,2,False,No,0.8541450593464217,1.1449695319884183,1.070032491090069
2,3,2,False,No,0.8592299061673321,1.14567623385663,1.0703626646406488
3,3,2,False,No,0.8970002842637238,1.2462232345964608,1.1163436901763097
4,3,2,False,No,0.8867580767186803,1.2586230436820545,1.1218837032785771
5,3,2,False,No,0.8617900715202378,1.1456737708510778,1.0703615140928218
6,3,2,False,No,0.8542586373748892,1.1523048103701001,1.073454614955891
7,3,2,False,No,0.8454419168952149,1.118341430341125,1.057516633600212
8,3,2,False,No,0.8543495883436679,1.1665408179864665,1.0800651915446893
9,3,2,False,No,0.8686109336275158,1.1860604104814167,1.0890640066044863
10,3,2,False,No,0.825538644008867,1.073268170667298,1.035986568767809
11,3,2,False,No,0.8675629492119168,1.163813096277063,1.0788016946024246
12,3,2,False,No,0.8440135174744191,1.10496220053636,1.0511718225563127
13,3,2,False,No,0.8614695490283176,1.1293968621610677,1.0627308512323652
14,3,2,False,No,0.8467647760684899,1.1111153547553663,1.0540945663247516
15,3,2,False,No,0.8940520759568172,1.2421134433371672,1.1145014326312763
16,3,2,False,No,0.8905366220661673,1.2244840835461916,1.1065640892176971
17,3,2,False,No,0.8607382855769822,1.1556717411287216,1.075021739840047
18,3,2,False,No,0.856527112278583,1.160556733366504,1.0772913874001333
19,3,2,False,No,0.9012775872830292,1.2515903325050217,1.1187449809965726
20,3,2,False,No,0.852773089153001,1.1346316453405985,1.0651908961968266
21,3,2,False,No,0.9016050764820095,1.2635631169624622,1.1240832340011402
22,3,2,False,No,0.8727443606299679,1.1887301129438987,1.090289004321285
23,3,2,False,No,0.8499319225945838,1.1594207428769323,1.076764014479
24,3,2,False,No,0.8357670903094655,1.0871272771438378,1.0426539584847112
25,3,2,False,No,0.910332044639188,1.2992997671448068,1.1398683113170602
26,3,2,False,No,0.8941614207695784,1.2189875477838272,1.1040776910090282
27,3,2,False,No,0.8874514648892535,1.2400200788943194,1.1135618882192042
28,3,2,False,No,0.89402861057844,1.2426706344424285,1.1147513778607445
29,3,2,False,No,0.8698267019235959,1.1430993469484378,1.0691582422393973
30,3,2,False,No,0.8635200338680722,1.1231370024711427,1.0597815824362786
31,3,2,False,No,0.8619472217893251,1.1682690713424555,1.080864964434714
32,3,2,False,No,0.88427174104176,1.221639054178233,1.1052778176450628
33,3,2,False,No,0.8504282118792992,1.1277199435159053,1.0619415913862238
34,3,2,False,No,0.856104233415483,1.156333293808593,1.0753293885171153
35,3,2,False,No,0.8494022993035862,1.1673782713515148,1.0804528084796277
36,3,2,False,No,0.8845617330679391,1.221431803386241,1.1051840586012092
37,3,2,False,No,0.860339872440496,1.158111121985786,1.0761557145626213
38,3,2,False,No,0.8714422431641186,1.1614482551968481,1.07770508730211
39,3,2,False,No,0.8940849705698204,1.2245507026475495,1.1065941905900056
40,3,2,False,No,0.8506633343908303,1.1035430870465879,1.0504965906877508
41,3,2,False,No,0.8825094799064594,1.1947728742267947,1.0930566656064975
42,3,2,False,No,0.8438637548464111,1.1185150066786462,1.057598698315503
43,3,2,False,No,0.8639796399622593,1.1452427152697617,1.0701601353394554
44,3,2,False,No,0.8759541573077151,1.203975993258506,1.0972583985818956
45,3,2,False,No,0.8853952895890709,1.2065821117130964,1.0984453157590943
46,3,2,False,No,0.8817334800301089,1.195306898510703,1.093300918553855
47,3,2,False,No,0.86850326726527,1.1572183216455902,1.075740824569557
48,3,2,False,No,0.8385833819958034,1.1434466361082285,1.0693206423277484
49,3,2,False,No,0.8760129635011914,1.1937633921846451,1.0925947978022983
0,3,3,False,No,0.8406453625781946,1.1082144414574575,1.052717645647425
1,3,3,False,No,0.8251414712452362,1.0690410171871232,1.0339443975316676
2,3,3,False,No,0.8418160510203233,1.1049286725072,1.0511558745053942
3,3,3,False,No,0.8300890177586665,1.087012148323245,1.0425987475166298
4,3,3,False,No,0.84637829913486,1.11381065058037,1.0553722805628212
5,3,3,False,No,0.8368937694795356,1.0896236544752742,1.0438503985127727
6,3,3,False,No,0.8373717186639754,1.106463242631522,1.051885565368934
7,3,3,False,No,0.8337733733482338,1.1090216839808649,1.0531009847022577
8,3,3,False,No,0.8257670877084057,1.0652301770988584,1.0320998871712264
9,3,3,False,No,0.8278377026783035,1.0824024128150977,1.0403857038690496
10,3,3,False,No,0.814781721401842,1.0328095739525616,1.0162723916118954
11,3,3,False,No,0.8115800270842333,1.072203632614268,1.0354726614518937
12,3,3,False,No,0.8167751775957746,1.030261543226096,1.0150180014295787
13,3,3,False,No,0.812607420399743,1.050039538199414,1.0247143690801912
14,3,3,False,No,0.8394028591311534,1.1353101889825195,1.06550935659079
15,3,3,False,No,0.8393718654955765,1.1235398227396838,1.0599716141197761
16,3,3,False,No,0.819900738775586,1.0521842418376812,1.0257603237782602
17,3,3,False,No,0.8308439275538108,1.1125317139113642,1.0547661892151095
18,3,3,False,No,0.806551978840636,1.0215132233420463,1.0106993733757068
19,3,3,False,No,0.8262623607025866,1.0740344535912272,1.036356335239587
20,3,3,False,No,0.8102935642828332,1.0243760455914968,1.0121146405380652
21,3,3,False,No,0.8242175617122772,1.0591536695474735,1.0291519176231823
22,3,3,False,No,0.8419434005964221,1.1326274413445503,1.0642497081721707
23,3,3,False,No,0.8363341968243213,1.090310157193217,1.0441791786820962
24,3,3,False,No,0.8172002870481592,1.035743448588893,1.0177148169251016
25,3,3,False,No,0.8288418528811546,1.0941925809413355,1.0460366059279835
26,3,3,False,No,0.8259390193110917,1.0826119975813417,1.0404864235449407
27,3,3,False,No,0.8281197230730335,1.0802792660028815,1.0393648377749178
28,3,3,False,No,0.8139219196377951,1.0570759262994855,1.0281419776954375
29,3,3,False,No,0.8119801611199028,1.0426015491459333,1.0210786204528686
30,3,3,False,No,0.8493260143613415,1.1728132755782281,1.0829650389455
31,3,3,False,No,0.8359176121378948,1.1014904108375634,1.0495191331450624
32,3,3,False,No,0.8609779763050738,1.159032884725228,1.0765838958136185
33,3,3,False,No,0.819526670999393,1.071359471064458,1.0350649598283472
34,3,3,False,No,0.817193043110302,1.113197436707261,1.0550817203929093
35,3,3,False,No,0.828908108381949,1.0968653438534648,1.0473133933324184
36,3,3,False,No,0.809595309636558,1.0177166849481685,1.0088194511150985
37,3,3,False,No,0.8271632672030141,1.070302525991079,1.0345542644013792
38,3,3,False,No,0.8176907216482332,1.0115932956371922,1.0057799439426063
39,3,3,False,No,0.8190009394275394,1.0377959807042103,1.0187227202257787
40,3,3,False,No,0.8494900208929528,1.150373505951166,1.0725546633860514
41,3,3,False,No,0.7979152936255267,0.988837493929794,0.9944030842318391
42,3,3,False,No,0.8282903773369681,1.0798201055916965,1.0391439291992695
43,3,3,False,No,0.8387873411954694,1.1043735464957376,1.0508917862918796
44,3,3,False,No,0.8255805119048515,1.0815689721535295,1.039985082659136
45,3,3,False,No,0.8172164827046262,1.041322174104584,1.0204519460046044
46,3,3,False,No,0.8326124053610584,1.0933119161568843,1.0456155680539978
47,3,3,False,No,0.8249919943789535,1.0667722853026034,1.032846690125211
48,3,3,False,No,0.8473240556703469,1.1339964700787404,1.0648927035522124
49,3,3,False,No,0.8379301253930936,1.1182819628243248,1.0574885166394596
0,3,4,False,No,0.8229450705964352,1.0860438572655473,1.0421342798629873
0,3,4,False,Yes,0.8229450705964352,1.0860438572655473,1.0421342798629873
1,3,4,False,No,0.8267959082628059,1.0663309370431693,1.0326330117922675
1,3,4,False,Yes,0.8267959082628059,1.0663309370431693,1.0326330117922675
2,3,4,False,No,0.8054254606283177,1.061855793723859,1.0304638730804
2,3,4,False,Yes,0.8054254606283177,1.061855793723859,1.0304638730804
3,3,4,False,No,0.8272121511909577,1.070324403849262,1.0345648379145997
3,3,4,False,Yes,0.8272121511909577,1.070324403849262,1.0345648379145997
4,3,4,False,No,0.8219865720979711,1.0560593029383871,1.0276474604349426
4,3,4,False,Yes,0.8219865720979711,1.0560593029383871,1.0276474604349426
5,3,4,False,No,0.8242308584746967,1.0926504032080937,1.0452991931538518
5,3,4,False,Yes,0.8242308584746967,1.0926504032080937,1.0452991931538518
6,3,4,False,No,0.806375153844556,1.045353803311305,1.0224254512243447
6,3,4,False,Yes,0.806375153844556,1.045353803311305,1.0224254512243447
7,3,4,False,No,0.8319733932899268,1.1106630890421494,1.0538800164355282
7,3,4,False,Yes,0.8319733932899268,1.1106630890421494,1.0538800164355282
8,3,4,False,No,0.8261471804571899,1.043031399487134,1.0212890871281912
8,3,4,False,Yes,0.8261471804571899,1.043031399487134,1.0212890871281912
9,3,4,False,No,0.8585463243129399,1.2473280396176898,1.1168384124920174
9,3,4,False,Yes,0.8585463243129399,1.2473280396176898,1.1168384124920174
10,3,4,False,No,0.8255765605923441,1.0984583324009214,1.0480736292841841
10,3,4,False,Yes,0.8255765605923441,1.0984583324009214,1.0480736292841841
11,3,4,False,No,0.810490566155316,1.0414304861742265,1.0205050152616726
11,3,4,False,Yes,0.810490566155316,1.0414304861742265,1.0205050152616726
12,3,4,False,No,0.8377156473372547,1.0886330744595978,1.0433758069169505
12,3,4,False,Yes,0.8377156473372547,1.0886330744595978,1.0433758069169505
13,3,4,False,No,0.8204630888290882,1.0503344901969862,1.024858278103361
13,3,4,False,Yes,0.8204630888290882,1.0503344901969862,1.024858278103361
14,3,4,False,No,0.8108416684224988,1.0440683148598768,1.0217966112979024
14,3,4,False,Yes,0.8108416684224988,1.0440683148598768,1.0217966112979024
15,3,4,False,No,0.8460460005928293,1.1133309094104424,1.0551449708028005
15,3,4,False,Yes,0.8460460005928293,1.1133309094104424,1.0551449708028005
16,3,4,False,No,0.8325841675356094,1.1040717263246047,1.0507481745521163
16,3,4,False,Yes,0.8325841675356094,1.1040717263246047,1.0507481745521163
17,3,4,False,No,0.8007852323515717,1.0152459145923145,1.007594121952046
17,3,4,False,Yes,0.8007852323515717,1.0152459145923145,1.007594121952046
18,3,4,False,No,0.8490740183550763,1.163697582004278,1.0787481550409614
18,3,4,False,Yes,0.8490740183550763,1.163697582004278,1.0787481550409614
19,3,4,False,No,0.8052885236736673,1.0272562646852879,1.0135365137405203
19,3,4,False,Yes,0.8052885236736673,1.0272562646852879,1.0135365137405203
20,3,4,False,No,0.8245936034133893,1.0721873496012813,1.0354647988228673
20,3,4,False,Yes,0.8245936034133893,1.0721873496012813,1.0354647988228673
21,3,4,False,No,0.8120522656820138,1.044951586003537,1.0222287346790526
21,3,4,False,Yes,0.8120522656820138,1.044951586003537,1.0222287346790526
22,3,4,False,No,0.7942373768089084,1.0004517366872712,1.0002258428411412
22,3,4,False,Yes,0.7942373768089084,1.0004517366872712,1.0002258428411412
23,3,4,False,No,0.806090680865675,1.044342994773001,1.021931012726887
23,3,4,False,Yes,0.806090680865675,1.044342994773001,1.021931012726887
24,3,4,False,No,0.8035170095824766,1.0301799209303346,1.0149777933188167
24,3,4,False,Yes,0.8035170095824766,1.0301799209303346,1.0149777933188167
25,3,4,False,No,0.810047851955416,1.0587007127059618,1.0289318309324296
25,3,4,False,Yes,0.810047851955416,1.0587007127059618,1.0289318309324296
26,3,4,False,No,0.8110778235305965,1.052060248125836,1.025699882093118
26,3,4,False,Yes,0.8110778235305965,1.052060248125836,1.025699882093118
27,3,4,False,No,0.824876021726982,1.0609174896915994,1.0300084901065618
27,3,4,False,Yes,0.824876021726982,1.0609174896915994,1.0300084901065618
28,3,4,False,No,0.8160812604320754,1.068366728041079,1.03361826998224
28,3,4,False,Yes,0.8160812604320754,1.068366728041079,1.03361826998224
29,3,4,False,No,0.8317259974671104,1.0862770710182832,1.0422461662286329
29,3,4,False,Yes,0.8317259974671104,1.0862770710182832,1.0422461662286329
30,3,4,False,No,0.8462446209994922,1.1579717035606885,1.0760909364736275
30,3,4,False,Yes,0.8462446209994922,1.1579717035606885,1.0760909364736275
31,3,4,False,No,0.8216412807398835,1.0880020781593616,1.0430733810041177
31,3,4,False,Yes,0.8216412807398835,1.0880020781593616,1.0430733810041177
32,3,4,False,No,0.8061214458998253,1.0979129417730493,1.0478134098078002
32,3,4,False,Yes,0.8061214458998253,1.0979129417730493,1.0478134098078002
33,3,4,False,No,0.8099713837872196,1.0433431057087252,1.021441680033043
33,3,4,False,Yes,0.8099713837872196,1.0433431057087252,1.021441680033043
34,3,4,False,No,0.7990852677011682,1.0182051277395618,1.0090615084025165
34,3,4,False,Yes,0.7990852677011682,1.0182051277395618,1.0090615084025165
35,3,4,False,No,0.7783959809577378,0.971636779999443,0.9857163790865215
35,3,4,False,Yes,0.7783959809577378,0.971636779999443,0.9857163790865215
36,3,4,False,No,0.8187738301550107,1.075149388562169,1.0368941067255466
36,3,4,False,Yes,0.8187738301550107,1.075149388562169,1.0368941067255466
37,3,4,False,No,0.8191494562318231,1.0473048367920612,1.0233791266153816
37,3,4,False,Yes,0.8191494562318231,1.0473048367920612,1.0233791266153816
38,3,4,False,No,0.8234438026344802,1.0618875647163046,1.030479288834232
38,3,4,False,Yes,0.8234438026344802,1.0618875647163046,1.030479288834232
39,3,4,False,No,0.8116857728759602,1.049207691656983,1.0243083967521613
39,3,4,False,Yes,0.8116857728759602,1.049207691656983,1.0243083967521613
40,3,4,False,No,0.8329754512878492,1.0813748479500658,1.0398917481882746
40,3,4,False,Yes,0.8329754512878492,1.0813748479500658,1.0398917481882746
41,3,4,False,No,0.795953521825628,0.9840959664369268,0.9920161119845416
41,3,4,False,Yes,0.795953521825628,0.9840959664369268,0.9920161119845416
42,3,4,False,No,0.8257021895544573,1.0934099046941148,1.0456624238702061
42,3,4,False,Yes,0.8257021895544573,1.0934099046941148,1.0456624238702061
43,3,4,False,No,0.8164104206446715,1.0628077480316092,1.0309256753188414
43,3,4,False,Yes,0.8164104206446715,1.0628077480316092,1.0309256753188414
44,3,4,False,No,0.8091363548402246,1.0502793668310209,1.024831384585299
44,3,4,False,Yes,0.8091363548402246,1.0502793668310209,1.024831384585299
45,3,4,False,No,0.8354158482580584,1.099277020356901,1.0484641244968285
45,3,4,False,Yes,0.8354158482580584,1.099277020356901,1.0484641244968285
46,3,4,False,No,0.8212391822308605,1.0982835319754918,1.0479902346756347
46,3,4,False,Yes,0.8212391822308605,1.0982835319754918,1.0479902346756347
47,3,4,False,No,0.7916212583196193,0.9815339218649405,0.9907239382718783
47,3,4,False,Yes,0.7916212583196193,0.9815339218649405,0.9907239382718783
48,3,4,False,No,0.8120653809171221,1.044724331714196,1.0221175723536877
48,3,4,False,Yes,0.8120653809171221,1.044724331714196,1.0221175723536877
49,3,4,False,No,0.835507903310642,1.1122020383802866,1.0546098986735744
49,3,4,False,Yes,0.835507903310642,1.1122020383802866,1.0546098986735744
0,3,5,False,No,0.8358122580734992,1.084816861163854,1.041545419635579
0,3,5,False,Yes,0.8358122580734992,1.084816861163854,1.041545419635579
1,3,5,False,No,0.8304963907293291,1.1201909332684796,1.058390728071859
1,3,5,False,Yes,0.8304963907293291,1.1201909332684796,1.058390728071859
